gene_id,length,symbol
72654,821,CCDC12
72656,5090,INTS8
72657,784,SELENOH
72658,5335,2700097O09RIK
72661,1157,SERP2
72662,3790,DIS3
72667,5370,ZFP444
72668,4363,SKIDA1
72669,1258,2810032G03RIK
72672,8026,ZFP518A
72674,2254,ADIPOR1
72685,5596,DNAJC6
72690,1226,FAM110D
72691,4319,CALHM2
72692,11957,HNRNPLL
72693,2245,ZCCHC12
72699,4440,LIME1
72701,3604,ZFP618
72709,4315,C1QTNF6
72713,3226,ANGPTL1
72716,1644,GM45351
72720,3661,ZFP248
72722,4837,FAM98A
72723,5756,ZFP74
72726,1843,TBCC
72727,3251,B3GAT3
72729,3138,CDC42SE2
72735,4962,ELDR
72736,2320,TMX1
72739,5812,ZKSCAN3
72745,3001,TMEM161B
72747,4879,TTC39C
72748,1083,HDHD3
72749,4502,TONSL
72750,5532,FAM117B
72754,4909,ARHGEF10L
72759,3693,TMEM135
72772,3605,RINT1
72774,3304,NEIL1
72775,2589,FANCE
72776,4544,SASS6
72778,1462,DNAJC22
72780,2396,RSPO3
72787,2576,NDC1
72789,5975,VEPH1
72792,3442,2810459M11RIK
72795,4240,TTC19
72805,3725,ZFP839
72807,2114,ZFP429
72813,2825,2810454H06RIK
72821,4562,SCN2B
72823,13250,PARD3B
72825,4035,MON1A
72826,4498,FAM76B
72828,3243,UBASH3B
72831,5471,DHX30
72832,2659,CRTAC1
72836,5405,POT1B
72843,5494,PRDM4
72844,1737,KCTD17
72852,4171,MBLAC2
72865,952,RTL8C
72873,2190,BBOF1
72881,1602,ZDHHC4
72886,1313,YJU2
72891,1338,XLR4C
72895,9349,SETD5
72898,1586,ASPHD2
72899,6971,MACROD2
72900,1569,NDUFV2
72902,3170,SPOCK3
72925,5038,MARCHF1
72927,3088,HEPACAM
72930,2276,PPP2R2B
72931,800,SWI5
72935,2205,DDX41
72938,1877,HSPB11
72946,3395,LRRC47
72947,2939,PHYKPL
72948,5090,TPPP
72949,13434,CCNT2
72958,3272,ZFP493
72960,2080,TOP1MT
72961,3318,SLC17A7
72962,2329,TYMP
72972,7540,CCSER2
72973,1881,FBXO47
72978,2775,CNIH3
72981,3462,THAP12
72982,1426,TMEM138
72993,7667,APPL1
72999,3170,INSIG2
73010,4587,GPR22
73016,2117,KREMEN2
73024,1255,EMC7
73032,904,TTC9B
73040,4622,2900052N01RIK
73046,930,GLRX5
73047,1282,CAMK2N2
73061,920,CLDN34C1
73062,3092,PPP1R16A
73067,1125,TMEM192
73068,6849,FUT11
73072,4616,PRR36
73075,1070,PPIL6
73078,1596,PMPCB
73086,5045,RPS6KA5
73090,851,2900092C05RIK
73094,6061,SGIP1
73095,4653,SLC25A42
73100,2841,2900092D14RIK
73102,6251,SLC22A23
73103,1120,3110009E18RIK
73106,2750,PRSS57
73112,945,ABRACL
73121,1650,RFLNA
73122,12244,TGFBRAP1
73124,8538,GOLIM4
73130,4782,TMED5
73132,3141,SLC25A16
73137,4801,PRRC1
73139,1034,CENPV
73149,1470,CLEC4A3
73158,6615,LARP1
73162,1670,OTUD3
73166,3679,TM7SF2
73167,3589,ARHGAP8
73172,3464,EXO5
73173,5257,PCDH18
73174,3335,TBKBP1
73178,4858,WASL
73181,6756,NFATC4
73182,5900,PEAR1
73183,1007,5430402O13RIK
73191,2308,FEZF1
73192,5989,XPOT
73205,5679,C9ORF72
73212,3111,3110082I17RIK
73218,6147,SPPL2B
73225,4304,FAM118A
73229,5979,ZFP983
73230,3793,BMPER
73233,3275,ZFP942
73234,642,SNORC
73242,3534,ATAT1
73244,2131,PRL8A1
73246,2237,RASSF6
73247,1370,MRGBP
73250,3248,CEACAM5
73251,7356,SETD7
73254,6241,CCDC18
73259,768,CIB4
73261,1591,1700037C18RIK
73266,979,SPEER6-PS1
73272,1130,1700108F19RIK
73274,3624,GPBP1
73284,2721,DDIT4L
73287,1238,CABCOCO1
73288,10724,VPS50
73293,1800,CCDC103
73296,5737,RHOBTB3
73297,2345,FUNDC2B
73300,1360,1700031F05RIK
73301,2450,TTC29
73302,1083,1700031M16RIK
73314,1504,LRRC69
73316,1863,CALR3
73318,1512,UBE2D2B
73324,2373,CLHC1
73327,1466,PRADC1
73332,6879,CCDC30
73333,2110,SLC25A31
73336,2302,PRSS44
73338,6949,ITPRIPL1
73340,4949,NPTXR
73341,8378,ARHGEF6
73344,3231,1700034J05RIK
73347,1056,CLDN34B2
73353,1440,ACTRT2
73360,1339,ACTRT1
73363,967,1700056E22RIK
73368,7233,COL20A1
73373,3879,PHOSPHO2
73376,1404,TEX33
73379,7851,DCBLD2
73381,2621,CMTM2A
73382,1023,PRSS52
73385,3841,FAM177A
73388,1095,BPIFA3
73389,5190,HBP1
73390,2140,MSL3L2
73398,1099,NIPSNAP3A
73399,590,1700060C20RIK
73407,967,TEPP
73410,4311,1700065D16RIK
73412,2087,NME8
73419,8104,ARMT1
73420,3109,CCSAP
73422,2682,PROX2
73429,1351,HOXD3OS1
73430,5963,ZFP974
73431,2413,1700052K11RIK
73435,1155,TEX35
73442,6750,HSPA12A
73447,4775,WDR13
73449,2504,SMIM33
73451,3385,ZFP763
73453,1428,1700067K01RIK
73456,2157,IZUMO1
73463,2172,C2CD6
73466,1375,MS4A13
73467,3007,1700066M21RIK
73469,11056,RNF38
73470,2270,KIF2B
73472,2393,SPATA18
73473,9623,IWS1
73474,183,SNHG9
73481,1647,PRSS59
73486,731,1700084J12RIK
73490,7569,MIPOL1
73495,1048,SAMT3
73503,828,MBD3L1
73516,1952,1700086O06RIK
73523,1379,PEBP4
73526,1977,SPEER4B
73532,1261,NUDT16L2
73542,1514,TSSK5
73545,3097,CFAP141
73547,823,DUSP21
73569,3426,VGLL3
73571,1449,1700096K18RIK
73582,3713,CAMKMT
73598,1687,1700001O22RIK
73608,3205,MARVELD3
73614,1254,RHOX13
73616,853,PLDI
73626,1042,1810009J06RIK
73634,1004,CHCT1
73635,1570,PTGES3L
73647,2330,CAPN9
73649,5208,CYBRD1
73656,2187,MS4A6C
73658,2832,SPNS1
73660,1433,CABP4
73666,2326,THOC3
73667,1798,2410004P03RIK
73668,13042,TTC21B
73670,1201,DEFB30
73671,2125,SULT6B1
73673,883,REC114
73674,3786,WDR75
73677,1764,PSMA8
73679,1739,TEX19.1
73680,2229,ZBTB8A
73681,2359,TRMT11
73683,2164,ATG16L2
73689,897,BLOC1S2
73690,1081,GLIPR1
73692,11070,CPLANE1
73693,1596,DPPA4
73694,3565,NDUFAF7
73699,5501,PPP2R1B
73703,1941,DPPA2
73707,4068,GUCY2G
73708,818,DPPA3
73710,1922,TUBB2B
73711,2418,MVB12A
73712,2164,DMKN
73713,7273,RBM20
73719,724,LCE1C
73720,3951,CST6
73721,1593,1110017D15RIK
73722,715,LCE1A2
73723,707,SH3BGRL3
73724,696,MCEE
73728,6168,PSD
73730,670,LCE1L
73736,716,FCF1
73737,657,BBLN
73738,1365,HAUS7
73739,1119,CBY1
73744,4127,MAN2C1
73747,1571,SHLD1
73748,3652,GADL1
73750,6784,WHRN
73754,2267,THAP1
73779,1325,PRR27
73804,3679,KIF2C
73808,915,TEX36
73809,2412,SATL1
73813,3906,FAM83E
73822,1702,MFSD12
73824,407,SNHG6
73825,3220,PPP1R21
73826,5116,POLDIP3
73827,2462,TMEM198B
73828,2277,DCAF4
73830,2083,EIF3K
73833,1854,FAM98C
73834,1410,ATP6V1D
73835,709,IFITM5
73836,2832,SLC35B2
73844,3723,ANKRD45
73845,5277,ANKRD42
73847,2183,FAM110A
73852,4462,D3ERTD751E
73862,753,SPATA48
73863,566,TEX49
73866,1083,FAM122C
73870,4424,4930417O13RIK
73873,4485,FAM161A
73884,12757,ZDBF2
73893,1256,TMEM202
73902,4247,PSMB11
73910,3616,ARHGAP18
73914,3376,IRAK3
73916,2540,IFT57
73919,7226,LYRM1
73936,2630,CCDC175
73937,2963,1700029M20RIK
73940,2055,HAPLN2
73942,1383,FAM151B
73945,7422,OTUD4
73949,775,SPEER9-PS1
73991,4014,ATL1
73998,7423,HERC3
74002,5333,PSD2
74004,5268,JAKMIP3
74006,5757,DNM1L
74007,6343,BTBD11
74008,3395,ARSG
74011,6296,SLC25A27
74012,4197,RAP2B
74013,3754,RFTN2
74015,4113,FCHO1
74016,5158,PHF19
74018,7352,ALS2
74019,3553,TRAF3IP1
74020,4894,CPNE4
74022,3469,GLYR1
74023,3959,RD3
74025,7101,NPHP3
74026,5478,MSL1
74030,4829,RIN2
74032,2872,SDR42E1
74035,4325,NOL9
74039,3271,NFAM1
74041,3449,DDIAS
74042,3916,PHF8-PS
74043,8129,PEX26
74044,6470,TTF2
74048,8054,VSIR
74051,14893,STEAP2
74052,5714,TTC21A
74053,6385,GRIP1
74054,4046,4931406B18RIK
74055,11127,PLCE1
74062,1771,SPEER8-PS1
74068,1740,ASZ1
74069,1864,SERPINA3A
74071,5384,LMNTD1
74075,1462,SYCE1
74080,3613,NMNAT3
74081,13526,CEP350
74087,3364,SLC7A13
74088,1598,THEM7
74090,3631,PAQR5
74091,1403,NPL
74094,2776,TJAP1
74096,2913,HVCN1
74097,792,POP7
74098,2159,CZIB
74100,12366,ARPP21
74102,4200,SLC35A5
74103,12418,NEBL
74104,4092,ABCB6
74105,10413,GGA2
74106,3305,DCAF6
74107,4331,CEP55
74108,3684,PARN
74111,4005,RBM19
74112,3628,USP16
74114,5106,CROT
74116,3606,PI16
74117,2717,ACTR3
74120,5595,ZFP263
74121,2861,ACOXL
74122,2850,TMEM43
74123,5160,FOXP4
74125,6966,ARMC8
74126,5879,SYVN1
74127,6993,KRT80
74129,2979,DMGDH
74131,2584,SASH3
74132,3340,RNF6
74133,3435,SMG8
74134,6150,CYP2S1
74136,9783,SEC14L1
74137,3132,NUAK2
74140,4910,TM9SF1
74142,5227,LONP1
74143,7152,OPA1
74144,4808,ROBO4
74145,6440,F13A1
74147,3010,EHHADH
74148,5666,CLUH
74149,2991,ZFP946
74150,2597,SLC35F5
74152,4261,STRA6L
74153,6861,UBA7
74154,4916,UNKL
74155,3544,ERRFI1
74156,3049,ACOT12
74157,3754,CMTR1
74158,3394,JOSD1
74159,4009,ACBD5
74164,6593,NFX1
74165,3935,FBXL22
74166,2096,TMEM38A
74167,1334,NUDT9
74168,2317,ZDHHC16
74173,6381,RAB10OS
74174,722,GTSF1
74175,717,CRCT1
74176,3377,TGM5
74178,3861,STK40
74180,14963,MUC5B
74182,5500,GPCPD1
74183,3842,PERM1
74185,3639,GBE1
74186,2658,CCDC3
74187,3425,KATNB1
74188,1286,PRL8A8
74189,5753,PHACTR3
74190,5133,EXOC3L4
74191,2528,P2RY13
74192,1271,ARPC5L
74194,5210,RND3
74195,3106,ELP3
74196,3049,TTC27
74197,3058,GTF2E1
74198,2789,DTX2
74199,3109,VIT
74200,6071,KHDC4
74201,9414,CEP97
74202,3168,FBLIM1
74203,5159,EIF4ENIF1
74204,8447,XPO6
74205,3950,ACSL3
74206,10442,SIPA1L3
74211,8667,1700017B05RIK
74213,9035,RBM26
74218,1218,1700016H13RIK
74221,1324,TEX37
74222,1689,SEPTIN14
74229,4470,PAQR8
74230,921,1700016K19RIK
74236,1133,GSDMCL1
74237,3514,TUBGCP2
74238,1567,MTERF2
74239,6728,IQCE
74241,5033,CHPF
74243,3526,SLX4IP
74244,3384,ATG7
74245,2791,CTBS
74246,1719,GALE
74249,3655,LRRC2
74251,2665,ANKRD9
74252,2931,ARMC1
74253,2452,KLRG2
74254,1847,GPN1
74255,3848,SMU1
74256,11387,CYLD
74257,1665,TSPAN17
74264,1190,RNF138RT1
74267,634,IQCF1
74268,1682,AVEN
74270,4168,USP20
74271,1251,MAGEB5
74276,616,CLDND2
74277,1115,CHIC2
74279,1637,MAGEA14
74281,1811,SPATC1
74284,1268,1700086L19RIK
74286,1361,TBC1D21
74287,3564,KCMF1
74288,1031,SPEM1
74297,1219,CCDC182
74302,10429,MTMR3
74305,1132,1700111N16RIK
74306,1521,PRSS46
74307,380,TEX54
74309,7687,OSBP2
74315,7196,RNF145
74316,2361,ISCA2
74318,1784,HOPX
74319,2870,METTL23
74320,11686,WDR33
74322,2537,CXXC1
74325,4424,CLTB
74326,4195,HNRNPR
74330,5926,DNAJC14
74333,1106,A330040F15RIK
74334,6366,RANBP10
74335,2547,XRCC3
74337,3621,PALM3
74338,2548,SLC6A19
74340,14152,AHCYL2
74341,2370,G630025P09RIK
74342,5454,LRRTM1
74343,3801,CRTC2
74347,3638,MEAK7
74349,4052,FHIP1B
74351,4708,DDX23
74352,5711,ZFP84
74354,3530,LRGUK
74355,9698,SMCHD1
74356,4082,4931428F04RIK
74359,2585,4931414P19RIK
74360,3483,CEP57
74361,2037,4931429L15RIK
74362,7862,SPAG17
74365,8359,LONRF3
74369,4569,MEI1
74370,10996,RPTOR
74374,8016,CLEC16A
74375,5525,GCC1
74376,8968,MYO18B
74377,2867,HSF2BP
74383,12634,UBAP2L
74385,7827,AP5M1
74386,5902,RMI1
74387,2684,4932438H23RIK
74388,6998,DPP8
74392,9426,SPECC1L
74393,3548,MAP10
74396,3608,4933407K13RIK
74400,2412,ZFP819
74401,2111,TERB2
74403,3792,4933400F21RIK
74405,2554,EFHC2
74407,2818,ODAD4
74409,3452,HYAL6
74410,5275,TTLL11
74411,2882,PLPP6
74412,3554,GLE1
74413,2960,TC2N
74414,3848,POLR3C
74419,7524,TKTL2
74424,4438,TMC5
74427,4238,EAF1
74430,2956,CFAP20DC
74434,2348,SOHLH2
74435,4699,LRRIQ3
74437,2025,MAGEC2
74438,8047,CLVS1
74440,5726,CMIP
74441,2571,SLCO6C1
74442,5790,SGMS2
74443,4043,P4HTM
74446,4484,SLC9B1
74448,1742,ARL13A
74450,5012,PANK2
74451,2560,PGS1
74453,2108,CFAP53
74455,5226,NSUN6
74460,1930,GSDMCL-PS
74464,5397,ZSWIM5
74466,1883,MFSD13B
74467,4680,PUS10
74468,2070,HYAL5
74469,1935,TAF7L
74470,3869,CEP72
74472,2105,STPG3
74476,2329,4933439C10RIK
74477,5665,4933427D14RIK
74478,3289,SNX29
74479,2581,SNX11
74480,8379,SAMD4
74481,2534,BATF2
74482,2688,IFITM7
74484,1958,RBM31Y
74485,3988,LRRC71
74486,4497,OSBPL10
74487,3859,5430405H02RIK
74488,5308,LRRC15
74490,4294,MAMSTR
74492,2969,KBTBD13
74493,6481,TNKS2
74498,3483,GORASP1
74499,2066,SOST
74504,2162,FAM53A
74511,2188,LRRC17
74513,6122,NETO2
74519,3386,CYP2J9
74521,4115,PPP4R4
74522,5370,MORC2A
74525,4467,FAM234B
74528,3100,MGME1
74530,1859,9030612E09RIK
74533,4135,GZF1
74548,2084,GSDMC4
74549,10964,MAU2
74551,5476,PCK2
74552,5626,NIPAL3
74556,1798,THEMIS3
74558,18078,GVIN1
74559,5582,ELOVL7
74561,2236,NKX6-3
74562,6522,FER1L4
74563,2244,RASGEF1C
74568,1867,MLKL
74569,5443,TTC17
74570,9505,ZKSCAN1
74571,879,KCNK16
74574,3544,LVRN
74577,5133,GLB1L
74580,5390,PYROXD2
74585,2817,SPPL3
74589,3162,KBTBD12
74591,12568,ABCA12
74596,3918,CDS1
74597,2665,4833418N02RIK
74600,872,MRPL47
74603,5457,CD200R3
74610,3290,ABCB8
74614,1956,OCSTAMP
74616,5046,SCRN3
74617,2074,SCPEP1
74622,1616,4930429F11RIK
74626,1742,TMEM81
74629,1486,4930426L09RIK
74637,3022,SHPK
74645,2029,TENT5C
74646,3289,SPSB1
74648,5882,S100PBP
74649,2030,CPA5
74653,3601,POMK
74662,1433,4930448K20RIK
74663,1590,TEX55
74665,1858,DRC3
74666,2494,BRME1
74670,2734,ZFP943
74673,2085,SPDYE4A
74675,3420,PTCHD3
74682,7429,WDR35
74685,2231,LRRC74B
74686,1538,SLC25A54
74691,4988,TDRD9
74694,5797,TBC1D30
74703,1990,CCDC7A
74706,2194,4930507D05RIK
74708,1449,DNAAF6
74711,3677,TTLL9
74716,1318,WBP2NL
74717,2175,SPATA17
74718,2654,SNX16
74720,1406,TMEM114
74724,1421,4930512B01RIK
74729,1609,SETMAR
74732,2541,STX11
74734,5451,RHOH
74735,4421,TRIM14
74737,7994,PCF11
74741,9173,C2CD5
74747,1685,DDIT4
74748,2040,SLAMF8
74753,2370,TRMO
74754,4028,DHCR24
74760,4107,RAB3IL1
74761,2802,MXRA8
74762,7993,MDGA1
74763,2966,NAA60
74764,2379,KLC4
74766,3280,YIPF2
74769,5442,PIK3CB
74770,1995,HHATL
74772,6362,ATP13A2
74775,2167,LMBR1L
74776,1597,PPA2
74777,3445,SELENON
74778,1949,RRP7A
74781,3911,WIPI2
74782,2153,GLT8D2
74838,6090,NAA15
74840,2521,MANF
74841,4685,USP38
74843,1829,MSS51
74847,1724,MEIKIN
74851,2331,SPIN2-PS1
74854,1372,4930402F06RIK
74855,3576,FAM228A
74868,3644,TMEM65
74890,1251,MORN3
74895,1896,CCDC181
74901,6972,KBTBD11
74910,1297,4930480E11RIK
74914,1297,CYLC2
74915,1005,ATP6V1E2
74916,1966,1700066O22RIK
74917,613,4930474M22RIK
74918,3423,IQCA
74919,3082,SLC35F6
74927,805,PMIS2
74931,2179,4930481A15RIK
74934,3502,ODAD2
74941,635,4930503H13RIK
74947,3665,KIF4-PS
74954,1289,4930503E14RIK
74966,669,4930471G03RIK
74978,6946,LRRIQ1
74987,1003,CLDN34D
67008,3436,YAE1D1
74996,11224,USP47
74998,9699,RAB11FIP2
75002,1891,TMPRSS12
75007,4199,MINDY1
75010,2413,TMBIM7
75013,1203,CT55
75015,1209,SAMD13
75019,1665,RNASE10
75029,6038,PURG
75030,1333,4930503E24RIK
75033,3061,MEI4
75040,675,EFCAB10
75050,4462,KIF27
75051,1931,CCDC173
75062,2097,SF3A3
75064,1079,ZCCHC13
75070,466,4930515G16RIK
75079,7880,ZBTB49
75083,2035,USP50
75084,4035,4930511M06RIK
75087,992,4930505A04RIK
75089,7850,UHRF1BP1L
75097,743,UBE2DNL2
75099,7237,LYSMD4
75104,2146,MMD2
75106,1766,4930519F16RIK
75122,1053,ZC2HC1B
75124,1163,NXNL2
75135,2048,4930526I15RIK
171243,921,VMN1R83
75137,13871,RPRD2
75140,1230,SLXL1
75141,2810,RASD2
171244,921,VMN1R81
75146,2280,MFSD13A
75172,3770,CCDC146
75173,818,TEX38
75178,1820,MEIOB
75180,1504,TMEM269
75185,963,SAMT4
75188,914,1700009J07RIK
75196,1365,ANKRD7
75199,832,RHOX2A
75202,1997,SPACA6
75209,4614,SV2C
75210,2906,PRR3
75212,1691,RNF121
75216,6181,CEP128
75219,4632,DUSP18
75221,5429,DPP3
75234,3562,RNF19B
171267,957,VMN1R84
75258,792,4930563M21RIK
75266,596,TOMM20L
75273,3563,PELP1
75275,1237,TMCO5B
75276,5932,PPP1R1C
75284,1271,BCDIN3D
75288,5758,SLC35F4
75291,2073,ZBTB3
75292,9129,PRKD3
75296,3717,CEP43
75302,11522,ASXL2
75304,4740,4930563E22RIK
75305,1737,ANKRD53
75311,1237,4930550C14RIK
75316,4085,TAF1D
75317,3628,PARPBP
75320,12224,ETNK1
75328,2679,FAM243
75329,4539,ATF7IP2
75338,2229,CCDC83
75339,3823,MPHOSPH8
75345,4258,SLAMF7
75352,1572,MAGEA13
75387,1798,SIRT4
75388,1454,BOLL
75396,870,SPP2
75398,932,MRPL32
75400,405,DEFB29
75404,3225,ARHGAP36
75406,758,NDUFS7
75409,4807,SLITRK5
75410,8889,KMT2B
75415,5185,ARHGAP12
75416,2702,NOP14
75420,4364,SECISBP2
75422,2397,METTL5
75423,5212,ARL5A
75424,3805,ZFP820
75425,3830,TTI1
75426,2729,IGFBPL1
75429,2869,FAM183B
75430,2610,ANAPC15
75434,1230,FAM166C
75437,698,CFAP97D1
75439,509,CYPT12
75444,967,CCDC192
75452,2604,ASCC2
75453,1855,CCDC7B
75454,583,PHPT1
75456,1676,PRPS1L1
75458,6228,CKLF
75459,553,SYCE3
75462,1801,1700001C19RIK
75465,722,DYNLRB2
75467,847,STPG4
75469,824,SPATA19
75470,544,IQCF5
75471,1262,1700009N14RIK
75472,1034,CFAP126
75475,3970,OPLAH
75477,545,PFN3
75479,4073,ZBED5-PS
75480,733,1700003F12RIK
75482,726,HSPB9
75483,476,COX8C
75485,896,1700010B08RIK
75495,690,MORN5
75497,2629,FABP12
75502,865,CMTM2B
75504,592,CFAP276
75507,1395,POU5F2
75510,995,IZUMO2
75512,1637,GPX6
75514,1224,1700013H16RIK
75516,2476,TTC32
75524,698,TEX48
75526,755,EPPIN
75528,775,TEX29
75530,3088,LYRM7
75533,964,NME5
75538,1621,GARIN5A
75540,3492,FPGT
75541,4058,NAT8F4
75547,17380,AKAP13
75552,2305,PAQR9
75553,4666,ZC3H14
75555,1019,NSCME3L
75556,1446,CFAP161
75558,428,SPATA45
75560,12905,EP400
75563,2086,DNALI1
75564,942,RSPH9
75565,1166,SGF29
75568,946,CAPSL
75570,937,NHEJ1
75571,1354,SPATA9
75572,671,ACYP2
75573,1278,PRR29
75577,1227,DYNAP
75578,3347,FGGY
75580,10399,ZBTB4
75581,1196,YIPF7
75586,759,KRTAP9-3
75590,2700,DUSP9
75593,785,MALSU1
75596,925,PRL7B1
75597,965,NDUFAF2
75599,4994,PCDH1
75600,1461,CALML4
75602,751,1810062O18RIK
75604,976,TM4SF5
75605,8595,KDM5B
75607,9340,WNK2
75608,1840,CHMP4B
75612,8650,GNS
75613,5133,MED25
75616,1864,SMIM15
75617,920,RPS25
75619,4050,FASTKD2
75620,1216,KXD1
75622,927,SPACA3
75623,1797,TEX30
75624,5951,METAP1
75625,1398,MAGEH1
75627,2125,SNAPC1
75641,364,1700029I15RIK
75642,783,SPATA25
75645,1213,CCDC172
75646,7020,RAI14
75647,1597,SSMEM1
75656,933,1700020A23RIK
75657,1503,SPEER4A
75659,1377,WDR54
75660,1200,LIN37
75665,4588,BICDL1
75667,991,TMEM225
75668,1108,RASL10A
75669,11257,PIK3R4
75671,1564,TEX22
75677,994,CLDN22
75678,2861,IPPK
75686,2084,NUDT16
75687,4133,RIPOR1
75689,734,HIGD1B
75691,4057,ANKS6
75692,1182,NR2C2AP
75695,2249,RILPL1
75697,1330,C2CD4B
75698,6544,SHLD2
75705,4184,EIF4B
75706,1689,KRT24
75710,3801,RBM12
75712,1869,TMEM14A
75717,8115,CUL5
75718,3912,VWA5B1
75721,3643,4932414N04RIK
75723,10034,AMOTL1
75725,8853,PHF14
75729,7033,FAM227A
75731,1511,IDNK
75732,1803,IQCD
75734,1957,MFF
75735,3692,PANK1
75736,2287,BCL2L12
75739,13952,MPP7
75740,3875,EGFEM1
75744,3298,SVIP
75745,7992,RIAN
75746,7405,MORC4
75747,2158,SESN3
75750,2124,SLC10A6
75751,3704,IPO4
75753,3595,KLF17
75758,3051,9130401M01RIK
75761,2392,APOL7A
75763,9857,DCAF17
75764,3692,SLX1B
75766,3232,DCSTAMP
75767,8024,RAB11FIP1
75769,4179,PLPPR5
75770,6682,BRSK2
75772,2611,PNPLA5
75773,1928,ADAD2
75777,1931,TTC23L
75778,4269,THEM4
337924,1962,CYP3A44
75782,6147,LCA5
75784,1056,CFAP299
75785,6683,KLHL24
75786,7873,CKAP5
75788,5409,SMURF1
75796,2411,CDYL2
75801,5608,4930447C04RIK
75805,4543,NLN
75809,1862,4930488L21RIK
75811,1960,SAXO1
75812,3884,TASP1
75820,3816,WDR64
75823,1693,FAM227B
75826,5739,SENP2
75828,1552,HORMAD2
75829,2267,PRAMEX1
75835,3478,VMN2R-PS54
75841,4348,RNF139
75847,7854,CRPPA
75853,1317,4930592I03RIK
75858,1842,SPEER4COS
75859,1227,4930568D16RIK
75860,1304,TEX26
75861,2153,4930571K23RIK
75863,1235,CLEC4G
75869,3704,ARL5B
75870,3542,TCAM1
75871,3234,ZFP821
75881,1784,4930579K19RIK
75886,1359,GSTT4
75894,5323,ADAL
75901,8893,DCP1A
75905,3382,DIPK2B
75906,4306,FAM184A
75909,3430,VMP1
75914,7338,EXOC6B
75930,1753,4930567H12RIK
75939,1969,4930579G24RIK
75942,1947,4930584F24RIK
75953,3191,SAMD7
75956,10200,SRRM2
75957,2424,MIR17HG
75964,9029,TRAPPC8
75965,7274,ZDHHC20
75973,5001,CCDC162
75974,6665,DOCK11
75985,2106,RAB30
75986,1404,AGMAT
75991,5122,SLAIN2
76007,8307,ZMYM2
76014,5856,ZC3H18
76022,7843,GON4L
76024,1772,GM11346
76025,5747,CANT1
76041,2705,CCDC125
76044,6791,NCAPG2
76051,8780,GANC
76055,10859,OGA
76071,4503,JAKMIP1
76072,1404,RNF183
76073,1904,PCGF5
76074,2628,GBP8
207151,5735,SLC22A19
76080,6081,TTPAL
207157,1560,GM9871
76088,12724,DOCK8
76089,7626,RAPGEF2
207165,13695,BPTF
207175,1059,CETN4
76108,4172,RAP2A
207181,10645,RBMS3
207182,3071,GGT7
76113,2927,LPO
76117,4281,ARHGAP15
76123,3488,GPSM2
76130,2649,LAS1L
76131,4274,DEPDC1A
76132,11540,FAXC
76133,2642,6230400D17RIK
207209,3376,CCDC154
76138,3989,CCDC138
76137,6756,MCUR1
207212,10498,ARHGEF17
207213,2302,TDPOZ1
207214,7767,LARP4
207215,4600,FBXO40
76142,5683,PPP1R14C
207227,16757,STXBP5L
76156,4101,FAM131B
76157,2629,SLC35D3
76161,1955,LAMP5
76166,1845,CPLANE2
76167,1092,SNRNP35
338320,1628,MIA2
76178,3862,COA5
76179,10198,USP31
76183,3024,CELF6
76184,6046,ABCA6
76187,3872,ADHFE1
207259,6652,ZBTB7C
76192,2051,ABHD12
338337,4222,COG3
76199,17317,MED13L
338346,2297,GPR21
338348,4129,TTC16
338349,7658,CNTLN
338350,5340,ACAD12
338351,6153,AKAP17B
207278,6390,FCHSD2
76206,3194,GPR165
338352,3331,NELL1
338355,10002,FKBP15
76205,5463,STARD3NL
338354,7089,ZFP780B
338359,2575,SUPV3L1
338360,3854,B430212C06RIK
76217,3570,JAKMIP2
338362,4629,UST
76219,3157,ARXES1
76220,6037,6530402F18RIK
338363,5352,TMEM241
338366,7997,MIA3
76223,9985,AGBL3
338367,6579,MYO1D
338364,3541,TRIM65
338370,12185,NALCN
338371,5449,ENDOV
338372,12044,MAP3K9
76229,3806,VMN2R29
338374,582,IFNL3
338375,1887,ATP6V1G3
207304,11601,HECTD1
76233,1406,DNTTIP1
338369,1267,TMEM220
76238,1226,GRHPR
76246,4705,RTF1
76251,6640,ERCC6L2
76252,1834,ATP6V0E2
76257,3256,SLC38A3
338403,3019,CNDP1
76260,2422,TTC8
76261,1870,0610040J01RIK
76263,1043,GSTK1
76265,3347,TSEN54
76267,4077,FADS1
76273,8540,NDFIP2
338417,437,SCGB1C1
76279,1645,CYP2D26
207352,4856,SEC23IP
76281,3849,TAX1BP3
76282,4266,GPT
76293,1616,MFAP4
76294,1579,ASB5
76295,6393,ATP11B
76299,2647,ERP44
76302,3012,PCNP
207375,7812,FAM120C
76303,4779,OSBP
76306,2837,SLC18B1
76308,1835,RAB1B
207393,5229,ELFN2
338467,4275,MORC3
76332,3470,COG2
76338,3883,RAB2B
207425,8768,WDR11
76355,2265,TGDS
76357,2370,TRMT5
76365,4679,TBX18
76366,2179,MTIF3
76367,5788,TRP53RKB
76373,6590,ZFP773
76375,2217,DET1
76376,11633,SLC24A2
338521,3206,FA2H
76378,844,ROPN1
338523,9710,KDM7A
76380,4530,CEP112
76382,995,1700012A03RIK
76383,525,H2AL1M
76386,499,1700010D01RIK
76389,5133,ANKRD36
76390,3756,ZFP735
76399,1047,IL31
76400,1256,PBP2
207474,4795,KCTD12B
76405,1180,1700018B08RIK
76406,1718,TEX45
76407,1230,SUN5
76408,5566,ABCC3
76411,809,IFT43
