,term,variable,value,p,padj
593,Eicosanoid metabolism,5BH_diffexpr-nonnaive-cluster9,0.12376452972314704,0.12376452972314704,0.15663948293085797
594,Methionine and cysteine metabolism,5BH_diffexpr-nonnaive-cluster9,0.12984267029020047,0.12984267029020047,0.16446738236758726
595,Lysine metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
596,Starch and sucrose metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
597,Pentose phosphate pathway,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
598,NAD metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
599,Vitamin A metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
600,beta-Alanine metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
601,Triacylglycerol synthesis,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
602,Glyoxylate and dicarboxylate metabolism,5BH_diffexpr-nonnaive-cluster9,0.182709544394347,0.182709544394347,0.2329660222227838
603,Glutamate metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
604,Alanine and aspartate metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
605,Histidine metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
606,Selenoamino acid metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
607,Tetrahydrobiopterin metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
608,Glutathione metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
609,Propanoate metabolism,5BH_diffexpr-nonnaive-cluster9,0.11148248168220255,0.11148248168220255,0.1401728262327694
610,Biotin metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
611,Limonene and pinene degradation,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
612,Phenylalanine metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
613,ROS detoxification,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
614,Glycolysis/gluconeogenesis,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
615,Pyrimidine synthesis,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
616,Heme synthesis,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
617,Galactose metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
618,Purine synthesis,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
619,"Transport, extracellular",5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
620,Miscellaneous,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
621,Hyaluronan metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
622,Fructose and mannose metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
623,C5-branched dibasic acid metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
624,Oxidative phosphorylation,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
625,N-glycan degradation,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
626,Nucleotide salvage pathway,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
627,Vitamin B2 metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
628,Butanoate metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
629,Vitamin C metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
630,Cytochrome metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
631,Vitamin B6 metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
632,Taurine and hypotaurine metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
633,Phosphatidylinositol phosphate metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
634,"Transport, mitochondrial",5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
635,Nucleotide sugar metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
636,Alkaloid synthesis,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
637,CoA synthesis,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
638,"Stilbene, coumarine and lignin synthesis",5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
639,O-glycan synthesis,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
640,Ubiquinone synthesis,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
641,CoA catabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
642,Citric acid cycle,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
643,"Transport, lysosomal",5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
644,Vitamin B12 metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
645,N-glycan synthesis,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
646,D-alanine metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
647,Thiamine metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
648,Fatty acid oxidation,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
649,Nucleotide interconversion,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
650,Keratan sulfate degradation,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
651,Sphingolipid metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
652,Tyrosine metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
653,Keratan sulfate synthesis,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
654,Steroid metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
655,Chondroitin synthesis,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
656,Tryptophan metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
657,Glycerophospholipid metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
658,Inositol phosphate metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
659,Folate metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
660,"Valine, leucine, and isoleucine metabolism",5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
661,Chondroitin sulfate degradation,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
662,Cholesterol metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
663,Arginine and Proline Metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
664,Bile acid synthesis,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
665,Fatty acid synthesis,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
666,"Glycine, serine, alanine and threonine metabolism",5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
667,Pyrimidine catabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
668,Blood group synthesis,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
669,Pyruvate metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
670,Aminosugar metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
671,Heparan sulfate degradation,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
672,Urea cycle,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
673,Purine catabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
674,Eicosanoid metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
675,Methionine and cysteine metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
676,Lysine metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
677,Starch and sucrose metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
678,Pentose phosphate pathway,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
679,NAD metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
680,Vitamin A metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
681,beta-Alanine metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
682,Triacylglycerol synthesis,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
683,Glyoxylate and dicarboxylate metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
684,Glutamate metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
685,Alanine and aspartate metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
686,Histidine metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
687,Selenoamino acid metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
688,Tetrahydrobiopterin metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
689,Glutathione metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
690,Propanoate metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
691,Biotin metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
692,Limonene and pinene degradation,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
693,Phenylalanine metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
694,ROS detoxification,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
695,Glycolysis/gluconeogenesis,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
696,Pyrimidine synthesis,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
697,Heme synthesis,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
698,Galactose metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
699,Purine synthesis,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
700,"Transport, extracellular",5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
701,Miscellaneous,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
702,Hyaluronan metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
703,Fructose and mannose metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
704,C5-branched dibasic acid metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
705,Oxidative phosphorylation,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
706,N-glycan degradation,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
707,Nucleotide salvage pathway,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
708,Vitamin B2 metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
709,Butanoate metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
710,Vitamin C metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
711,Cytochrome metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
712,Vitamin B6 metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
713,Taurine and hypotaurine metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
714,Phosphatidylinositol phosphate metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
715,"Transport, mitochondrial",5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
716,Nucleotide sugar metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
717,Alkaloid synthesis,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
718,CoA synthesis,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
719,"Stilbene, coumarine and lignin synthesis",5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
720,O-glycan synthesis,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
721,Ubiquinone synthesis,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
722,CoA catabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
723,Citric acid cycle,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
724,"Transport, lysosomal",5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
725,Vitamin B12 metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
726,N-glycan synthesis,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
727,D-alanine metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
728,Thiamine metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
729,Fatty acid oxidation,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
730,Nucleotide interconversion,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
731,Keratan sulfate degradation,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
732,Sphingolipid metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
733,Tyrosine metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
734,Keratan sulfate synthesis,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
735,Steroid metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
736,Chondroitin synthesis,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
737,Tryptophan metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
738,Glycerophospholipid metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
739,Inositol phosphate metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
740,Folate metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
741,"Valine, leucine, and isoleucine metabolism",5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
742,Chondroitin sulfate degradation,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
743,Cholesterol metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
744,Arginine and Proline Metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
745,Bile acid synthesis,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
746,Fatty acid synthesis,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
747,"Glycine, serine, alanine and threonine metabolism",5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
748,Pyrimidine catabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
749,Blood group synthesis,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
750,Pyruvate metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
751,Aminosugar metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
752,Heparan sulfate degradation,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
753,Urea cycle,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
754,Purine catabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
755,Eicosanoid metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
756,Methionine and cysteine metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
757,Lysine metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
758,Starch and sucrose metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
759,Pentose phosphate pathway,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
760,NAD metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
761,Vitamin A metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
762,beta-Alanine metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
763,Triacylglycerol synthesis,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
764,Glyoxylate and dicarboxylate metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
765,Glutamate metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
766,Alanine and aspartate metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
767,Histidine metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
768,Selenoamino acid metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
769,Tetrahydrobiopterin metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
770,Glutathione metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
771,Propanoate metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
772,Biotin metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
773,Limonene and pinene degradation,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
774,Phenylalanine metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
775,ROS detoxification,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
776,Glycolysis/gluconeogenesis,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
777,Pyrimidine synthesis,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
778,Heme synthesis,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
779,Galactose metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
780,Purine synthesis,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
781,"Transport, extracellular",5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
782,Miscellaneous,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
783,Hyaluronan metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
784,Fructose and mannose metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
785,C5-branched dibasic acid metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
786,Oxidative phosphorylation,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
787,N-glycan degradation,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
788,Nucleotide salvage pathway,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
789,Vitamin B2 metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
790,Butanoate metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
791,Vitamin C metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
792,Cytochrome metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
793,Vitamin B6 metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
794,Taurine and hypotaurine metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
795,Phosphatidylinositol phosphate metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
796,"Transport, mitochondrial",5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
797,Nucleotide sugar metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
798,Alkaloid synthesis,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
799,CoA synthesis,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
800,"Stilbene, coumarine and lignin synthesis",5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
801,O-glycan synthesis,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
802,Ubiquinone synthesis,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
803,CoA catabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
804,Citric acid cycle,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
805,"Transport, lysosomal",5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
806,Vitamin B12 metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
807,N-glycan synthesis,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
808,D-alanine metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
809,Thiamine metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
810,Fatty acid oxidation,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
811,Nucleotide interconversion,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
812,Keratan sulfate degradation,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
813,Sphingolipid metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
814,Tyrosine metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
815,Keratan sulfate synthesis,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
816,Steroid metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
817,Chondroitin synthesis,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
818,Tryptophan metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
819,Glycerophospholipid metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
820,Inositol phosphate metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
821,Folate metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
822,"Valine, leucine, and isoleucine metabolism",5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
823,Chondroitin sulfate degradation,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
824,Cholesterol metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
825,Arginine and Proline Metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
826,Bile acid synthesis,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
827,Fatty acid synthesis,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
828,"Glycine, serine, alanine and threonine metabolism",5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
829,Pyrimidine catabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
830,Blood group synthesis,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
831,Pyruvate metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
832,Aminosugar metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
833,Heparan sulfate degradation,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
834,Urea cycle,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
835,Purine catabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
836,Eicosanoid metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
837,Methionine and cysteine metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
838,Lysine metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
839,Starch and sucrose metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
840,Pentose phosphate pathway,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
841,NAD metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
842,Vitamin A metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
843,beta-Alanine metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
844,Triacylglycerol synthesis,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
845,Glyoxylate and dicarboxylate metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
846,Glutamate metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
847,Alanine and aspartate metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
848,Histidine metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
849,Selenoamino acid metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
850,Tetrahydrobiopterin metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
851,Glutathione metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
852,Propanoate metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
853,Biotin metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
854,Limonene and pinene degradation,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
855,Phenylalanine metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
856,ROS detoxification,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
857,Glycolysis/gluconeogenesis,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
858,Pyrimidine synthesis,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
859,Heme synthesis,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
860,Galactose metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
861,Purine synthesis,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
862,"Transport, extracellular",5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
863,Miscellaneous,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
864,Hyaluronan metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
865,Fructose and mannose metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
866,C5-branched dibasic acid metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
867,Oxidative phosphorylation,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
868,N-glycan degradation,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
869,Nucleotide salvage pathway,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
870,Vitamin B2 metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
871,Butanoate metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
872,Vitamin C metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
873,Cytochrome metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
874,Vitamin B6 metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
875,Taurine and hypotaurine metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
876,Phosphatidylinositol phosphate metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
877,"Transport, mitochondrial",5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
878,Nucleotide sugar metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
879,Alkaloid synthesis,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
880,CoA synthesis,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
881,"Stilbene, coumarine and lignin synthesis",5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
882,O-glycan synthesis,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
883,Ubiquinone synthesis,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
884,CoA catabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
885,Citric acid cycle,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
886,"Transport, lysosomal",5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
887,Vitamin B12 metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
888,N-glycan synthesis,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
