,term,variable,value,p,padj
592,Butanoate metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
593,Vitamin C metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
594,Vitamin B6 metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
595,Taurine and hypotaurine metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
596,Phosphatidylinositol phosphate metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
597,"Transport, mitochondrial",5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
598,Nucleotide sugar metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
599,CoA synthesis,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
600,O-glycan synthesis,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
601,Ubiquinone synthesis,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
602,CoA catabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
603,Citric acid cycle,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
604,"Transport, lysosomal",5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
605,Vitamin B12 metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
606,N-glycan synthesis,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
607,Thiamine metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
608,Fatty acid oxidation,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
609,Nucleotide interconversion,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
610,Keratan sulfate degradation,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
611,Sphingolipid metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
612,Tyrosine metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
613,Keratan sulfate synthesis,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
614,Steroid metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
615,Chondroitin synthesis,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
616,Tryptophan metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
617,Glycerophospholipid metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
618,Inositol phosphate metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
619,Folate metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
620,"Valine, leucine, and isoleucine metabolism",5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
621,Chondroitin sulfate degradation,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
622,Cholesterol metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
623,Arginine and Proline Metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
624,Fatty acid synthesis,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
625,"Glycine, serine, alanine and threonine metabolism",5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
626,Pyrimidine catabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
627,Blood group synthesis,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
628,Pyruvate metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
629,Aminosugar metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
630,Heparan sulfate degradation,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
631,Urea cycle,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
632,Purine catabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
633,Eicosanoid metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
634,Methionine and cysteine metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
635,Lysine metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
636,Starch and sucrose metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
637,Pentose phosphate pathway,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
638,NAD metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
639,Vitamin A metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
640,beta-Alanine metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
641,Triacylglycerol synthesis,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
642,Glyoxylate and dicarboxylate metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
643,Glutamate metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
644,Alanine and aspartate metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
645,Histidine metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
646,Selenoamino acid metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
647,Tetrahydrobiopterin metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
648,Glutathione metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
649,Propanoate metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
650,Biotin metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
651,Limonene and pinene degradation,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
652,Phenylalanine metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
653,ROS detoxification,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
654,Glycolysis/gluconeogenesis,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
655,Pyrimidine synthesis,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
656,Heme synthesis,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
657,Galactose metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
658,Purine synthesis,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
659,"Transport, extracellular",5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
660,Miscellaneous,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
661,Hyaluronan metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
662,Fructose and mannose metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
663,C5-branched dibasic acid metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
664,Oxidative phosphorylation,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
665,N-glycan degradation,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
666,Nucleotide salvage pathway,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
667,Vitamin B2 metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
668,Butanoate metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
669,Vitamin C metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
670,Vitamin B6 metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
671,Taurine and hypotaurine metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
672,Phosphatidylinositol phosphate metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
673,"Transport, mitochondrial",5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
674,Nucleotide sugar metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
675,CoA synthesis,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
676,O-glycan synthesis,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
677,Ubiquinone synthesis,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
678,CoA catabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
679,Citric acid cycle,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
680,"Transport, lysosomal",5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
681,Vitamin B12 metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
682,N-glycan synthesis,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
683,Thiamine metabolism,5BI_diffexpr-nonnaive-cluster10,1.0,1.0,1.0
684,Fatty acid oxidation,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
685,Nucleotide interconversion,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
686,Keratan sulfate degradation,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
687,Sphingolipid metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
688,Tyrosine metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
689,Keratan sulfate synthesis,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
690,Steroid metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
691,Chondroitin synthesis,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
692,Tryptophan metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
693,Glycerophospholipid metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
694,Inositol phosphate metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
695,Folate metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
696,"Valine, leucine, and isoleucine metabolism",5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
697,Chondroitin sulfate degradation,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
698,Cholesterol metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
699,Arginine and Proline Metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
700,Fatty acid synthesis,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
701,"Glycine, serine, alanine and threonine metabolism",5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
702,Pyrimidine catabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
703,Blood group synthesis,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
704,Pyruvate metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
705,Aminosugar metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
706,Heparan sulfate degradation,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
707,Urea cycle,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
708,Purine catabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
709,Eicosanoid metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
710,Methionine and cysteine metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
711,Lysine metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
712,Starch and sucrose metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
713,Pentose phosphate pathway,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
714,NAD metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
715,Vitamin A metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
716,beta-Alanine metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
717,Triacylglycerol synthesis,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
718,Glyoxylate and dicarboxylate metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
719,Glutamate metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
720,Alanine and aspartate metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
721,Histidine metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
722,Selenoamino acid metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
723,Tetrahydrobiopterin metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
724,Glutathione metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
725,Propanoate metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
726,Biotin metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
727,Limonene and pinene degradation,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
728,Phenylalanine metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
729,ROS detoxification,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
730,Glycolysis/gluconeogenesis,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
731,Pyrimidine synthesis,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
732,Heme synthesis,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
733,Galactose metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
734,Purine synthesis,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
735,"Transport, extracellular",5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
736,Miscellaneous,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
737,Hyaluronan metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
738,Fructose and mannose metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
739,C5-branched dibasic acid metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
740,Oxidative phosphorylation,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
741,N-glycan degradation,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
742,Nucleotide salvage pathway,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
743,Vitamin B2 metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
744,Butanoate metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
745,Vitamin C metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
746,Vitamin B6 metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
747,Taurine and hypotaurine metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
748,Phosphatidylinositol phosphate metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
749,"Transport, mitochondrial",5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
750,Nucleotide sugar metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
751,CoA synthesis,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
752,O-glycan synthesis,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
753,Ubiquinone synthesis,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
754,CoA catabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
755,Citric acid cycle,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
756,"Transport, lysosomal",5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
757,Vitamin B12 metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
758,N-glycan synthesis,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
759,Thiamine metabolism,5BJ_diffexpr-nonnaive-cluster11,1.0,1.0,1.0
760,Fatty acid oxidation,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
761,Nucleotide interconversion,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
762,Keratan sulfate degradation,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
763,Sphingolipid metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
764,Tyrosine metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
765,Keratan sulfate synthesis,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
766,Steroid metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
767,Chondroitin synthesis,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
768,Tryptophan metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
769,Glycerophospholipid metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
770,Inositol phosphate metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
771,Folate metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
772,"Valine, leucine, and isoleucine metabolism",5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
773,Chondroitin sulfate degradation,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
774,Cholesterol metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
775,Arginine and Proline Metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
776,Fatty acid synthesis,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
777,"Glycine, serine, alanine and threonine metabolism",5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
778,Pyrimidine catabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
779,Blood group synthesis,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
780,Pyruvate metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
781,Aminosugar metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
782,Heparan sulfate degradation,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
783,Urea cycle,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
784,Purine catabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
785,Eicosanoid metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
786,Methionine and cysteine metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
787,Lysine metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
788,Starch and sucrose metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
789,Pentose phosphate pathway,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
790,NAD metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
791,Vitamin A metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
792,beta-Alanine metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
793,Triacylglycerol synthesis,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
794,Glyoxylate and dicarboxylate metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
795,Glutamate metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
796,Alanine and aspartate metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
797,Histidine metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
798,Selenoamino acid metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
799,Tetrahydrobiopterin metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
800,Glutathione metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
801,Propanoate metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
802,Biotin metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
803,Limonene and pinene degradation,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
804,Phenylalanine metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
805,ROS detoxification,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
806,Glycolysis/gluconeogenesis,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
807,Pyrimidine synthesis,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
808,Heme synthesis,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
809,Galactose metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
810,Purine synthesis,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
811,"Transport, extracellular",5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
812,Miscellaneous,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
813,Hyaluronan metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
814,Fructose and mannose metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
815,C5-branched dibasic acid metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
816,Oxidative phosphorylation,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
817,N-glycan degradation,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
818,Nucleotide salvage pathway,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
819,Vitamin B2 metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
820,Butanoate metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
821,Vitamin C metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
822,Vitamin B6 metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
823,Taurine and hypotaurine metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
824,Phosphatidylinositol phosphate metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
825,"Transport, mitochondrial",5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
826,Nucleotide sugar metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
827,CoA synthesis,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
828,O-glycan synthesis,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
829,Ubiquinone synthesis,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
830,CoA catabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
831,Citric acid cycle,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
832,"Transport, lysosomal",5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
833,Vitamin B12 metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
834,N-glycan synthesis,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
835,Thiamine metabolism,5BK_diffexpr-nonnaive-cluster12,1.0,1.0,1.0
836,Fatty acid oxidation,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
837,Nucleotide interconversion,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
838,Keratan sulfate degradation,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
839,Sphingolipid metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
840,Tyrosine metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
841,Keratan sulfate synthesis,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
842,Steroid metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
843,Chondroitin synthesis,5BL_diffexpr-nonnaive-cluster13,0.052856992635919996,0.052856992635919996,0.2102630781439903
844,Tryptophan metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
845,Glycerophospholipid metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
846,Inositol phosphate metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
847,Folate metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
848,"Valine, leucine, and isoleucine metabolism",5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
849,Chondroitin sulfate degradation,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
850,Cholesterol metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
851,Arginine and Proline Metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
852,Fatty acid synthesis,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
853,"Glycine, serine, alanine and threonine metabolism",5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
854,Pyrimidine catabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
855,Blood group synthesis,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
856,Pyruvate metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
857,Aminosugar metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
858,Heparan sulfate degradation,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
859,Urea cycle,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
860,Purine catabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
861,Eicosanoid metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
862,Methionine and cysteine metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
863,Lysine metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
864,Starch and sucrose metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
865,Pentose phosphate pathway,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
866,NAD metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
867,Vitamin A metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
868,beta-Alanine metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
869,Triacylglycerol synthesis,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
870,Glyoxylate and dicarboxylate metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
871,Glutamate metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
872,Alanine and aspartate metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
873,Histidine metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
874,Selenoamino acid metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
875,Tetrahydrobiopterin metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
876,Glutathione metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
877,Propanoate metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
878,Biotin metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
879,Limonene and pinene degradation,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
880,Phenylalanine metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
881,ROS detoxification,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
882,Glycolysis/gluconeogenesis,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
883,Pyrimidine synthesis,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
884,Heme synthesis,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
885,Galactose metabolism,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
886,Purine synthesis,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
887,"Transport, extracellular",5BL_diffexpr-nonnaive-cluster13,0.02677783434807301,0.02677783434807301,0.12121377052858126
888,Miscellaneous,5BL_diffexpr-nonnaive-cluster13,1.0,1.0,1.0
