,wilcox_stat,wilcox_pval,cohens_d,adjusted_pval,metadata_r_id,reaction_name,formula,associated_genes,subsystem,EC_number,confidence
LPSe_pos,14302.0,9.492092210466126e-08,0.6120595559858366,1.9265319636083e-06,LPSe,lipase,"1.00 * Water [e] + 1.00 * triglyceride [e] --> 1.00 * proton [e] + 1.00 * diglyceride [e] + 1.00 * R total 3 position [e]
LIPC; LIPF; LIPG; LPL; PNLIP; PNLIPRP1; PNLIPRP2",LIPC; LIPF; LIPG; LPL; PNLIP; PNLIPRP1; PNLIPRP2,Triacylglycerol synthesis,3.1.1.3,4.0
LSTO1r_pos,12576.0,0.003535382736090596,0.3154857544396123,0.011536607361549087,LSTO1r,Lathosterol oxidase,"1.00 * O2 [r] + 1.00 * proton [r] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [r] + 1.00 * 5alpha-cholesta-7,24-dien-3beta-ol [r] --> 2.00 * Water [r] + 1.00 * Nicotinamide adenine dinucleotide phosphate [r] + 1.00 * 7-dehydrodesmosterol [r]
SC5D",SC5D,Cholesterol metabolism,1.3.3.2,4.0
LSTO2r_pos,12576.0,0.003535382736090596,0.3154857544396114,0.011536607361549087,LSTO2r,Lathosterol oxidase,"1.00 * O2 [r] + 1.00 * proton [r] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [r] + 1.00 * 5alpha-cholest-7-en-3beta-ol [r] --> 1.00 * cholesta-5,7-dien-3beta-ol [r] + 2.00 * Water [r] + 1.00 * Nicotinamide adenine dinucleotide phosphate [r]
CYP7A1; SC5D",CYP7A1; SC5D,Cholesterol metabolism,1.3.3.2,4.0
LTA4H_pos,8564.0,0.006825535914898679,0.03194881231183272,0.020129171858236594,LTA4H,Leukotriene A-4 hydrolase,"1.00 * Water [c] + 1.00 * leukotriene A4(1-) [c] --> 1.00 * leukotriene B4(1-) [c]
LTA4H",LTA4H,Eicosanoid metabolism,3.3.2.6,4.0
LTC4Sr_pos,10751.0,0.7197225930134301,0.0626082160956518,0.780332100250866,LTC4Sr,Leukotriene C4 synthase,"1.00 * Reduced glutathione [r] + 1.00 * leukotriene A4(1-) [r] --> 1.00 * leukotriene C4(2-) [r]
LTC4S; MGST2; MGST3",LTC4S; MGST2; MGST3,Eicosanoid metabolism,4.4.1.20,4.0
M1316Mg_pos,12040.0,0.03034234007856418,0.2332951192910122,0.06548314707778174,M1316Mg,"mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase","2.00 * Water [g] + 1.00 * (N-acetyl-D-glucosaminyl-(alpha-D-mannosyl)4-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein) [g] --> 2.00 * D-Mannose [g] + 1.00 * (N-acetyl-D-glucosaminyl-(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein) [g]
MAN2A1; MAN2A2",MAN2A1; MAN2A2,N-glycan synthesis,3.2.1.114,0.0
M13N2Tg_pos,12040.0,0.03034234007856418,0.2332951192910125,0.06548314707778174,M13N2Tg,"alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase","1.00 * UDP-N-acetyl-alpha-D-glucosamine(2-) [g] + 1.00 * (alpha-D-mannosyl)4-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * (N-acetyl-D-glucosaminyl-(alpha-D-mannosyl)4-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein) [g]
MGAT1",MGAT1,N-glycan synthesis,2.4.1.101,0.0
M13N4Tg_pos,10330.0,0.8181887549556226,-0.042352570443481355,0.8640127481909168,M13N4Tg,"alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase","1.00 * UDP-N-acetyl-alpha-D-glucosamine(2-) [g] + 1.00 * ((N-acetyl-D-glucosaminyl)2-(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein) [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * ((N-acetyl-D-glucosaminyl)3-(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein) [g]
MGAT4A; MGAT4B",MGAT4A; MGAT4B,N-glycan synthesis,2.4.1.145,0.0
M14NTg_pos,12040.0,0.03034234007856418,0.23329511929102645,0.06548314707778174,M14NTg,"beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase","1.00 * UDP-N-acetyl-alpha-D-glucosamine(2-) [g] + 1.00 * ((N-acetyl-D-glucosaminyl)2-(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein) [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * N-Acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6)-(N-acetyl-beta-D-glucosaminyl-1,4)-beta-D-mannosyl-1,4-N-acetyl-beta-D-glucosaminyl-R [g]
MGAT3",MGAT3,N-glycan synthesis,2.4.1.144,0.0
M16N4Tg_pos,10330.0,0.8181887549556226,-0.04235257044348134,0.8640127481909168,M16N4Tg,"alpha-1,6-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase","1.00 * UDP-N-acetyl-alpha-D-glucosamine(2-) [g] + 1.00 * ((N-acetyl-D-glucosaminyl)4-(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein) [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * ((N-acetyl-D-glucosaminyl)5-(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein) [g]
No genes",,N-glycan synthesis,2.4.1.201,0.0
M16N6Tg_pos,10330.0,0.8181887549556226,-0.04235257044351108,0.8640127481909168,M16N6Tg,"alpha-1,6-mannosyl-glycoprotein 6-beta-N-acetylglucosaminyltransferase","1.00 * UDP-N-acetyl-alpha-D-glucosamine(2-) [g] + 1.00 * ((N-acetyl-D-glucosaminyl)3-(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein) [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * ((N-acetyl-D-glucosaminyl)4-(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein) [g]
MGAT5",MGAT5,N-glycan synthesis,2.4.1.155,0.0
M16NTg_pos,12040.0,0.03034234007856418,0.23329511929101215,0.06548314707778174,M16NTg,"alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase","1.00 * UDP-N-acetyl-alpha-D-glucosamine(2-) [g] + 1.00 * (N-acetyl-D-glucosaminyl-(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein) [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * ((N-acetyl-D-glucosaminyl)2-(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein) [g]
MGAT2",MGAT2,N-glycan synthesis,2.4.1.143,0.0
MACACI_pos,13160.0,0.00018736353799999583,0.4490463211682029,0.0010102096680828878,MACACI,maleylacetoacetate isomerase,"1.00 * 4-maleylacetoacetate [c] --> 1.00 * 4-fumarylacetoacetate(2-) [c]
GSTZ1",GSTZ1,Tyrosine metabolism,5.2.1.2,4.0
MACOXO_pos,10307.0,0.7932337195796518,-0.052300820492051675,0.8417047111024178,MACOXO,3-Methylimidazole acetaldehyde:NAD+ oxidoreductase,"1.00 * Water [c] + 1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * 1-methylimidazole-4-acetaldehyde [c] --> 2.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * 3-Methylimidazoleacetic acid [c]
ALDH1A3; ALDH3A1; ALDH3B1; ALDH3B3; MAOB",ALDH1A3; ALDH3A1; ALDH3B1; ALDH3B3; MAOB,Histidine metabolism,1.2.1.5,4.0
MALT_pos,13327.0,7.200786850298992e-05,0.4551993233065141,0.0004539131018492134,MALT,alpha-glucosidase,"1.00 * Water [c] + 1.00 * Maltose [c] --> 2.00 * D-glucose [c]
GAA; GANC; MGAM",GAA; GANC; MGAM,Starch and sucrose metabolism,3.2.1.20,4.0
MAN1PT2_pos,11191.0,0.32927864665940043,0.0974663539282446,0.45431756119514155,MAN1PT2,mannose-1-phosphate guanylyltransferase (GDP),"1.00 * proton [c] + 1.00 * GDP [c] + 1.00 * D-Mannose 1-phosphate [c] --> 1.00 * hydrogenphosphate [c] + 1.00 * GDP-alpha-D-mannose(2-) [c]
GMPPA; GMPPB",GMPPA; GMPPB,Fructose and mannose metabolism,2.7.7.22,0.0
MCCCrm_neg,11722.0,0.08545809347912994,0.17815238761420416,0.15271192341166182,MCCCrm,"methylcrotonoyl-CoA carboxylase, mitochondrial","1.00 * ATP [m] + 1.00 * Bicarbonate [m] + 1.00 * 3-methylbut-2-enoyl-CoA(4-) [m] --> 1.00 * proton [m] + 1.00 * ADP [m] + 1.00 * hydrogenphosphate [m] + 1.00 * trans-3-methylglutaconyl-CoA(5-) [m]
MCCC1; MCCC2",MCCC1; MCCC2,"Valine, leucine, and isoleucine metabolism",6.4.1.4,4.0
MCCCrm_pos,13037.0,0.00036654923117099633,0.39653952811154985,0.0017955559187184933,MCCCrm,"methylcrotonoyl-CoA carboxylase, mitochondrial","1.00 * ATP [m] + 1.00 * Bicarbonate [m] + 1.00 * 3-methylbut-2-enoyl-CoA(4-) [m] --> 1.00 * proton [m] + 1.00 * ADP [m] + 1.00 * hydrogenphosphate [m] + 1.00 * trans-3-methylglutaconyl-CoA(5-) [m]
MCCC1; MCCC2",MCCC1; MCCC2,"Valine, leucine, and isoleucine metabolism",6.4.1.4,4.0
MCDm_pos,11706.0,0.0896150076050281,0.19704159257570736,0.1586434565185678,MCDm,"Malonyl-CoA Decarboxylase, mitochondrial","1.00 * proton [m] + 1.00 * Malonyl-CoA [m] --> 1.00 * carbon dioxide [m] + 1.00 * Acetyl-CoA [m]
MLYCD",MLYCD,Fatty acid oxidation,4.1.1.9,4.0
MCLOR_neg,15798.0,1.0608292656400454e-13,0.9265032383316951,1.0563538921756263e-11,MCLOR,3-Mercaptolactate:NAD+ oxidoreductase,"1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * 3-Mercaptolactate [c] --> 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * 3-mercaptopyruvate [c]
LDHA; LDHAL6B; LDHB; LDHC; UEVLD",LDHA; LDHAL6B; LDHB; LDHC; UEVLD,Methionine and cysteine metabolism,1.1.1.27,4.0
MCPST_pos,9988.0,0.47816993088474125,-0.010975983759614163,0.6211530716527631,MCPST,3-mercaptopyruvate sulfurtransferase,"1.00 * hydrogen cyanide [c] + 1.00 * 3-mercaptopyruvate [c] --> 1.00 * proton [c] + 1.00 * pyruvate [c] + 1.00 * thiocyanate [c]
MPST",MPST,Methionine and cysteine metabolism,2.8.1.2,4.0
MDHm_neg,11076.0,0.4154302052789739,0.1063289129445147,0.5535305662226429,MDHm,"malate dehydrogenase, mitochondrial","1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * (S)-malate(2-) [m] --> 1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * Oxaloacetate [m]
MDH1; MDH2",MDH1; MDH2,Citric acid cycle,1.1.1.37,0.0
MDHm_pos,11098.0,0.39799257857303816,0.14532265764961638,0.5326347549865544,MDHm,"malate dehydrogenase, mitochondrial","1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * (S)-malate(2-) [m] --> 1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * Oxaloacetate [m]
MDH1; MDH2",MDH1; MDH2,Citric acid cycle,1.1.1.37,0.0
ME1m_pos,11487.0,0.16438785112647103,0.16658373927785214,0.26616965834070117,ME1m,"malic enzyme (NAD), mitochondrial","1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * (S)-malate(2-) [m] --> 1.00 * carbon dioxide [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * pyruvate [m]
ME2",ME2,Pyruvate metabolism,1.1.1.40,0.0
ME2_pos,11923.0,0.04532818084110115,0.24701694074326586,0.088206563816897,ME2,malic enzyme (NADP),"1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * (S)-malate(2-) [c] --> 1.00 * pyruvate [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * carbon dioxide [c]
ME1",ME1,Pyruvate metabolism,1.1.1.40,0.0
ME2m_pos,11596.0,0.12277074356713218,0.18255853087067175,0.20831148795349663,ME2m,"malic enzyme (NADP), mitochondrial","1.00 * Nicotinamide adenine dinucleotide phosphate [m] + 1.00 * (S)-malate(2-) [m] --> 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [m] + 1.00 * carbon dioxide [m] + 1.00 * pyruvate [m]
ME2; ME3",ME2; ME3,Pyruvate metabolism,1.1.1.40,0.0
MELATNOX_pos,13284.0,9.257164681926553e-05,0.4570381881013086,0.0005613312133008366,MELATNOX,Melatonin:NADP oxidoreductase,"1.00 * O2 [c] + 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * melatonin [c] --> 1.00 * Water [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * 6-Hydroxymelatonin [c]
CYP1A1; CYP1A2; CYP1B1",CYP1A1; CYP1A2; CYP1B1,Tryptophan metabolism,1.14.14.1,4.0
METS_pos,14159.0,2.810237692320552e-07,0.6270915010173413,4.184496451672635e-06,METS,methionine synthase,"1.00 * 5-Methyltetrahydrofolate [c] + 1.00 * L-homocysteine [c] --> 1.00 * proton [c] + 1.00 * 5,6,7,8-Tetrahydrofolate [c] + 1.00 * L-methionine [c]
MTR",MTR,Methionine and cysteine metabolism,2.1.1.13,4.0
MEVK1x_pos,13608.0,1.2804267481924706e-05,0.5108587167258504,9.903106391056572e-05,MEVK1x,mevalonate kinase (atp),"1.00 * ATP [x] + 1.00 * (R)-mevalonate [x] --> 1.00 * proton [x] + 1.00 * ADP [x] + 1.00 * (R)-5-phosphonatomevalonate(3-) [x]
MVK",MVK,Cholesterol metabolism,2.7.1.36,4.0
MG1er_pos,12040.0,0.03034234007856418,0.2332951192910121,0.06548314707778174,MG1er,"mannosyl-oligosaccharide glucosidase, endoplasmic reticulum","1.00 * Water [r] + 1.00 * (alpha-D-Glucosyl)3-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) [r] --> 1.00 * D-glucose [r] + 1.00 * (alpha-D-Glucosyl)2-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) [r]
MOGS",MOGS,N-glycan synthesis,3.2.1.106,0.0
MGCHrm_neg,11722.0,0.08545809347912994,0.1781523876142043,0.15271192341166182,MGCHrm,"methylglutaconyl-CoA hydratase (reversible), mitochondrial","1.00 * Water [m] + 1.00 * trans-3-methylglutaconyl-CoA(5-) [m] --> 1.00 * Hydroxymethylglutaryl-CoA [m]
AUH",AUH,"Valine, leucine, and isoleucine metabolism",4.2.1.18,4.0
MGCHrm_pos,13037.0,0.00036654923117099633,0.39653952811155013,0.0017955559187184933,MGCHrm,"methylglutaconyl-CoA hydratase (reversible), mitochondrial","1.00 * Water [m] + 1.00 * trans-3-methylglutaconyl-CoA(5-) [m] --> 1.00 * Hydroxymethylglutaryl-CoA [m]
AUH",AUH,"Valine, leucine, and isoleucine metabolism",4.2.1.18,4.0
MGSA2_pos,15057.0,1.6112098529741414e-10,0.7884391122162308,7.606103994817927e-09,MGSA2,methyglyoxylate synthase 2 (from g3p),"1.00 * Glyceraldehyde 3-phosphate [c] --> 1.00 * hydrogenphosphate [c] + 1.00 * methylglyoxal [c]
No genes",,Pyruvate metabolism,4.2.3.3,4.0
MGSA_pos,15129.0,8.28263837318773e-11,0.7946415335390209,4.189305900978207e-09,MGSA,methylglyoxal synthase,"1.00 * Dihydroxyacetone phosphate [c] --> 1.00 * hydrogenphosphate [c] + 1.00 * methylglyoxal [c]
No genes",,Pyruvate metabolism,4.2.3.3,4.0
MHISOR_pos,10307.0,0.7932337195796518,-0.052300820492025266,0.8417047111024178,MHISOR,N-Methylhistamine:oxygen oxidoreductase (deaminating),"1.00 * Water [c] + 1.00 * O2 [c] + 1.00 * N(tele)-methylhistaminium [c] --> 1.00 * Hydrogen peroxide [c] + 1.00 * Ammonium [c] + 1.00 * 1-methylimidazole-4-acetaldehyde [c]
AOC1; AOC2; AOC3",AOC1; AOC2; AOC3,Histidine metabolism,1.4.3.4,4.0
MI1345PP_pos,12814.0,0.0011520580721498838,0.39586268879330155,0.004675754982486571,MI1345PP,"inositol-1,3,4,5-trisphosphate 5-phosphatase","1.00 * Water [c] + 1.00 * 1D-myo-inositol 1,3,4,5-tetrakisphosphate(8-) [c] --> 1.00 * hydrogenphosphate [c] + 1.00 * 1D-myo-inositol 1,3,4-trisphosphate(6-) [c]
INPP5A; INPP5B; INPP5D; INPP5E; INPP5J; INPPL1; SYNJ1",INPP5A; INPP5B; INPP5D; INPP5E; INPP5J; INPPL1; SYNJ1,Inositol phosphate metabolism,3.1.3.56,4.0
MI134PP_pos,12814.0,0.0011520580721498838,0.39586268879330183,0.004675754982486571,MI134PP,"inositol-1,3,4-trisphosphate 1-phosphatase","1.00 * Water [c] + 1.00 * 1D-myo-inositol 1,3,4-trisphosphate(6-) [c] --> 1.00 * hydrogenphosphate [c] + 1.00 * 1D-myo-Inositol 3,4-bisphosphate [c]
INPP1",INPP1,Inositol phosphate metabolism,3.1.3.61,4.0
MI145PK_pos,12814.0,0.0011520580721498838,0.395862688793301,0.004675754982486571,MI145PK,"inositol-1,4,5-trisphosphate 3-kinase","1.00 * ATP [c] + 1.00 * 1D-myo-inositol 1,4,5-trisphosphate(6-) [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * 1D-myo-inositol 1,3,4,5-tetrakisphosphate(8-) [c]
ITPKA; ITPKB; ITPKC",ITPKA; ITPKB; ITPKC,Inositol phosphate metabolism,2.7.1.127,4.0
MI145PP_pos,11323.0,0.2458089270593391,0.16668824346791675,0.3646509059937542,MI145PP,"inositol-1,4,5-trisphosphate 5-phosphatase","1.00 * Water [c] + 1.00 * 1D-myo-inositol 1,4,5-trisphosphate(6-) [c] --> 1.00 * hydrogenphosphate [c] + 1.00 * (1R,2R,3R,4R,5R,6S)-2,3,5,6-tetrahydroxy-4-(phosphonatooxy)cyclohexyl phosphate [c]
INPP5A; INPP5B; INPP5D; INPP5E; INPP5J; INPPL1; SYNJ1",INPP5A; INPP5B; INPP5D; INPP5E; INPP5J; INPPL1; SYNJ1,Inositol phosphate metabolism,3.1.3.56,4.0
MI14PP_pos,12134.0,0.021598798492227768,0.30067458290656446,0.05161197704948165,MI14PP,"inositol-1,4-bisphosphate 1-phosphatase","1.00 * Water [c] + 1.00 * (1R,2R,3R,4R,5R,6S)-2,3,5,6-tetrahydroxy-4-(phosphonatooxy)cyclohexyl phosphate [c] --> 1.00 * hydrogenphosphate [c] + 1.00 * 1D-myo-inositol 4-phosphate(2-) [c]
INPP1",INPP1,Inositol phosphate metabolism,3.1.3.61,4.0
MI1PP_pos,11383.0,0.21324570197878068,0.15564421884273205,0.3262157606122826,MI1PP,myo-inositol 1-phosphatase,"1.00 * Water [c] + 1.00 * 1D-myo-inositol 1-phosphate(2-) [c] --> 1.00 * hydrogenphosphate [c] + 1.00 * myo-inositol [c]
IMPA1; IMPA2; MTMR1; MTMR2",IMPA1; IMPA2; MTMR1; MTMR2,Inositol phosphate metabolism,3.1.3.25,4.0
MI1PS_pos,13699.0,7.0897444179997205e-06,0.5394447208093878,5.9844955199883733e-05,MI1PS,myo-Inositol-1-phosphate synthase,"1.00 * D-Glucose 6-phosphate [c] --> 1.00 * 1D-myo-inositol 1-phosphate(2-) [c]
ISYNA1",ISYNA1,Inositol phosphate metabolism,5.5.1.4,4.0
MI34PP_pos,12814.0,0.0011520580721498838,0.39586268879330144,0.004675754982486571,MI34PP,"inositol-3,4-bisphosphate 4-phosphatase","1.00 * Water [c] + 1.00 * 1D-myo-Inositol 3,4-bisphosphate [c] --> 1.00 * hydrogenphosphate [c] + 1.00 * 1D-myo-inositol 3-phosphate(2-) [c]
INPP4A; INPP4B",INPP4A; INPP4B,Inositol phosphate metabolism,3.1.3.66,4.0
MI3PP_pos,12814.0,0.0011520580721498838,0.39586268879328956,0.004675754982486571,MI3PP,myo-inositol 3-phosphatase,"1.00 * Water [c] + 1.00 * 1D-myo-inositol 3-phosphate(2-) [c] --> 1.00 * hydrogenphosphate [c] + 1.00 * myo-inositol [c]
IMPA1; IMPA2",IMPA1; IMPA2,Inositol phosphate metabolism,3.1.3.25,4.0
MI4PP_pos,12134.0,0.021598798492227768,0.3006745829065645,0.05161197704948165,MI4PP,myo-inositol 4-phosphatase,"1.00 * Water [c] + 1.00 * 1D-myo-inositol 4-phosphate(2-) [c] --> 1.00 * hydrogenphosphate [c] + 1.00 * myo-inositol [c]
IMPA1; IMPA2",IMPA1; IMPA2,Inositol phosphate metabolism,3.1.3.25,4.0
MM5ag_pos,12040.0,0.03034234007856418,0.23329511929101235,0.06548314707778174,MM5ag,"mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus","1.00 * Water [g] + 1.00 * (alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) [g] --> 1.00 * D-Mannose [g] + 1.00 * (alpha-D-mannosyl)4-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) [g]
MAN1A; MAN1A2; MAN1C1",MAN1A; MAN1A2; MAN1C1,N-glycan synthesis,3.2.1.113,0.0
MM5bg_pos,12038.0,0.030557401021461945,0.2334830298493259,0.06556980360598551,MM5bg,"mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus","1.00 * Water [g] + 1.00 * (alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) [g] --> 1.00 * D-Mannose [g] + 1.00 * (alpha-D-mannosyl)4-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) [g]
MAN1A; MAN1A2; MAN1C1",MAN1A; MAN1A2; MAN1C1,N-glycan synthesis,3.2.1.113,0.0
MM5cg_pos,12038.0,0.030557401021461945,0.2334830298493251,0.06556980360598551,MM5cg,"mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus","1.00 * Water [g] + 1.00 * (alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) [g] --> 1.00 * D-Mannose [g] + 1.00 * (alpha-D-mannosyl)4-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) [g]
MAN1A; MAN1A2; MAN1C1",MAN1A; MAN1A2; MAN1C1,N-glycan synthesis,3.2.1.113,0.0
MM6B1ag_pos,12038.0,0.030557401021461945,0.23348302984931818,0.06556980360598551,MM6B1ag,"mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus","1.00 * Water [g] + 1.00 * (alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) [g] --> 1.00 * (alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) [g] + 1.00 * D-Mannose [g]
MAN1A; MAN1A2; MAN1C1",MAN1A; MAN1A2; MAN1C1,N-glycan synthesis,3.2.1.113,0.0
MM6B1bg_pos,12038.0,0.030557401021461945,0.2334830298493185,0.06556980360598551,MM6B1bg,"mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus","1.00 * Water [g] + 1.00 * (alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) [g] --> 1.00 * (alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) [g] + 1.00 * D-Mannose [g]
MAN1A; MAN1A2; MAN1C1",MAN1A; MAN1A2; MAN1C1,N-glycan synthesis,3.2.1.113,0.0
MM6B2g_pos,12038.0,0.030557401021461945,0.2334830298493048,0.06556980360598551,MM6B2g,"mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus","1.00 * Water [g] + 1.00 * (alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) [g] --> 1.00 * D-Mannose [g] + 1.00 * (alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) [g]
MAN1A; MAN1A2; MAN1C1",MAN1A; MAN1A2; MAN1C1,N-glycan synthesis,3.2.1.113,0.0
MM6ag_pos,12034.0,0.03099145281786156,0.23357549467633024,0.06618918525745031,MM6ag,"mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus","1.00 * Water [g] + 1.00 * (alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) [g] --> 1.00 * D-Mannose [g] + 1.00 * (alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) [g]
MAN1C1",MAN1C1,N-glycan synthesis,3.2.1.113,0.0
MM6bg_pos,12040.0,0.03034234007856418,0.2332951192910126,0.06548314707778174,MM6bg,"mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus","1.00 * Water [g] + 1.00 * (alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) [g] --> 1.00 * D-Mannose [g] + 1.00 * (alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) [g]
MAN1A; MAN1A2; MAN1C1",MAN1A; MAN1A2; MAN1C1,N-glycan synthesis,3.2.1.113,0.0
MM7Ag_pos,12034.0,0.03099145281786156,0.23357549467631625,0.06618918525745031,MM7Ag,"mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus","1.00 * Water [g] + 1.00 * (alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform A (protein) [g] --> 1.00 * D-Mannose [g] + 1.00 * (alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) [g]
MAN1C1",MAN1C1,N-glycan synthesis,3.2.1.113,0.0
MM7B1g_pos,12038.0,0.030557401021461945,0.2334830298493258,0.06556980360598551,MM7B1g,"mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus","1.00 * Water [g] + 1.00 * (alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform B (protein) [g] --> 1.00 * D-Mannose [g] + 1.00 * (alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) [g]
MAN1A; MAN1A2; MAN1C1",MAN1A; MAN1A2; MAN1C1,N-glycan synthesis,3.2.1.113,0.0
MM7B2g_pos,12038.0,0.030557401021461945,0.23348302984931874,0.06556980360598551,MM7B2g,"mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus","1.00 * Water [g] + 1.00 * (alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform B (protein) [g] --> 1.00 * (alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) [g] + 1.00 * D-Mannose [g]
MAN1A; MAN1A2; MAN1C1",MAN1A; MAN1A2; MAN1C1,N-glycan synthesis,3.2.1.113,0.0
