"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"S100A6",3.83762176027593,4.35291236803657,10.2848539607789,1.95216584661737e-21,2.0981021471023e-19,37.9096351845086
"CD83",-3.04818403871838,2.33564715610033,-10.2713653777583,2.1646853461623e-21,2.29847854888294e-19,37.8075869171324
"GPR171",2.43482252213341,6.2217981157009,10.2399680117225,2.75265905276952e-21,2.88799812286402e-19,37.570295541794
"SEPW1",1.09957688934778,7.90308711066952,10.2295225220064,2.98152287309365e-21,3.09131306830286e-19,37.4914285162189
"IL1R1",2.97880460100826,3.5336146904714,10.1964971677585,3.83703323518017e-21,3.93206673274916e-19,37.2423289944397
"CISH",-2.2078234027424,4.92338566740741,-10.1791925646818,4.37860358024413e-21,4.43547509801052e-19,37.1119602617394
"ELK3",-1.91030698861276,2.63021265222571,-10.1718921340569,4.62927011902006e-21,4.63610881351407e-19,37.0569925120094
"CRIP1",-1.37408756456264,9.05615659893988,-10.1601233714704,5.06372573548919e-21,5.01422639402992e-19,36.9684209848222
"EEF1A1",-0.366287126824177,12.2006663039372,-10.0555245576607,1.12146711559068e-20,1.09816552107785e-18,36.1834007429075
"FOXP1",-1.3528816489543,4.24269700032099,-9.87862819221027,4.26470405366489e-20,4.13020184889546e-18,34.8649199958326
"SELP",2.38614382457983,1.29812382812216,9.83537964854315,5.90139461146105e-20,5.65315116421806e-18,34.5443567936959
"MARCKS",2.15835219313348,4.47201061882075,9.82956452032107,6.16451605063733e-20,5.84170752196417e-18,34.5013087220704
"TSPO",-1.14649970492123,7.63352867738175,-9.80045932260099,7.66715222213128e-20,7.18836303549393e-18,34.2860441136444
"GNB1",-0.576355947106513,7.56733399326703,-9.75082620621718,1.11138769739746e-19,1.03101681864882e-17,33.9197054843806
"DUSP4",-1.97425609752625,1.84659682538604,-9.70749758892625,1.53562201595007e-19,1.4097330027675e-17,33.6006815557734
"SH3BGRL3",-0.56359394614679,10.1146059269969,-9.65907720806489,2.20208433126014e-19,2.00071847540161e-17,33.2450376439562
"NT5E",-1.70851979151003,0.889608581096602,-9.58637495918151,3.777008950444e-19,3.39661019186357e-17,32.7127886544218
"PLEC",-1.40444466066105,2.28055549330688,-9.47922257917711,8.33382524202416e-19,7.41878806646049e-17,31.9322043545812
"PDLIM5",-2.43955505038493,3.42363251314266,-9.4670804740814,9.11308445722791e-19,8.03136133215496e-17,31.8440461098382
"PRDX6",-0.824926151487613,7.8664495558047,-9.44910464798795,1.04013769471696e-18,9.07597376588177e-17,31.7136429889713
"MGST3",-2.58409179037251,2.37240241211473,-9.42235149509777,1.26605161724419e-18,1.0938934218405e-16,31.5198124070659
"APOL9B",-1.84166674198366,1.00653823815495,-9.39730901412142,1.52138682144508e-18,1.3017458308151e-16,31.3386441967448
"CST7",2.76809101573919,4.00342435558267,9.38945924008122,1.61148820564972e-18,1.36558130349914e-16,31.2819091220535
"RAMP1",-2.25045968770842,1.9143464852941,-9.38488537454215,1.66640928298776e-18,1.39867285818773e-16,31.2488628496093
"AHNAK",-1.56574170777241,3.08643362199562,-9.32370381376217,2.60681588489128e-18,2.16734607486291e-16,30.8076659519707
"MED30",1.92821577226553,2.97841486272815,9.26236863855372,4.07618018226323e-18,3.35732485479307e-16,30.3669449936765
"IL16",-1.95813632087851,2.99170316073782,-9.17259782561899,7.81936193461945e-18,6.38074414164826e-16,29.7247978599086
"ACSBG1",-1.68216238227652,0.983087085295255,-9.11557344162757,1.18063908913586e-17,9.54584613995814e-16,29.3187025748142
"GOLM1",-2.5537339043839,2.80489313017896,-9.10673854550151,1.25830975493996e-17,1.00813489729872e-15,29.2559125183483
"MAGED2",-2.6490145146807,1.98783192282587,-9.08733571997637,1.44712157350238e-17,1.14896238083572e-15,29.118135911068
"GMFB",-1.16426728756386,5.95614246360833,-9.01056405256961,2.51219946666417e-17,1.97678695533137e-15,28.5746226023774
"CCL20",-3.12410766371239,1.7752091510947,-8.9765465204644,3.20510121398204e-17,2.49969530963042e-15,28.3346308812842
"GPR18",2.89386064004329,6.08858570915632,8.91538992851006,4.95986680673888e-17,3.83432510243769e-15,27.9044839324806
"TUBB6",-2.02502391233715,7.35785933684468,-8.913829427711,5.01532696791021e-17,3.84348491897328e-15,27.8935302395467
"CDK5",-2.12643867498504,2.8528910196875,-8.89973518601205,5.54491632492081e-17,4.21270237685579e-15,27.7946480449649
"DDT",1.22905790764147,9.00201866904099,8.79956563739501,1.12881508340064e-16,8.47514706626952e-15,27.0944989980287
"IL12RB2",2.33512861468382,2.11472692983754,8.79882262157187,1.1347638191533e-16,8.47514706626952e-15,27.0893228592241
"AFP",1.51699090683523,1.00366878167186,8.79106252257492,1.19877970835159e-16,8.87802148714504e-15,27.0352782734961
"TTC39B",-1.48178143008017,3.45767444621234,-8.75471152449288,1.54962764091097e-16,1.13807236661237e-14,26.782487412546
"GADD45G",2.56374273398321,3.0206954227495,8.7130814315525,2.07770630220103e-16,1.51329137531386e-14,26.4937432678447
"PTBP3",-1.16154875330354,4.5246082367478,-8.67694614775147,2.67824539011951e-16,1.93470300189535e-14,26.2437716738513
"MYH9",-0.776380956500642,4.28755934437328,-8.66385673656089,2.9358090915509e-16,2.10351914827952e-14,26.1533759026166
"GNA13",-1.60339821246364,4.56836018307177,-8.65621086196591,3.09745729387103e-16,2.20144283313592e-14,26.1006109208138
"CDC42",-0.469413588319728,9.24564393657355,-8.64993129589915,3.23678878517357e-16,2.28206556509877e-14,26.057295749652
"LYST",-1.63814194577513,2.49752772349656,-8.62514993426145,3.84988260416001e-16,2.69277899924303e-14,25.8865422029155
"EMP3",-1.83132117451298,6.08991659508263,-8.61032879500286,4.27014822036801e-16,2.96321387922073e-14,25.7845586982673
"HCLS1",-1.70323741264466,4.07724631265361,-8.52508756354977,7.73314693029308e-16,5.32439249192757e-14,25.2000686186484
"GFPT2",-1.94389235023201,1.41699840196862,-8.48710912320251,1.00643549376766e-15,6.8757488423057e-14,24.9407883228759
"CPOX",-1.38240561804242,1.43440698979752,-8.47157733491632,1.12072062854936e-15,7.59762376877347e-14,24.8349551460176
"ABCG1",-1.8108011597348,2.81667213077085,-8.44314222229271,1.36422198784075e-15,9.17777738842787e-14,24.6415057656436
"DTD1",1.90361808874287,6.33651911252567,8.37732498894874,2.14722589985043e-15,1.43359862540771e-13,24.1952699831935
"ACSL6",1.66723939991141,1.004859360959,8.36212804456041,2.38359734065579e-15,1.57944686941349e-13,24.0925416018633
"CCND2",-1.48086965194601,6.06821390685136,-8.3082853910009,3.44771521681627e-15,2.2675159855076e-13,23.7295057703417
"FLNA",-1.44244463992849,3.12441976341417,-8.29428694723572,3.79407439714134e-15,2.47087748339933e-13,23.6353594927537
"LMNA",-1.69041875725884,1.70794591392246,-8.29355910143861,3.81299600297639e-15,2.47087748339933e-13,23.6304670831882
"CEP170",-1.49162566488095,3.24351793133592,-8.18097362235077,8.20514447704031e-15,5.27824366979243e-13,22.8769346511895
"STX11",-1.89667268335102,3.16941398956463,-8.12772154854794,1.17638034905635e-14,7.5126376929229e-13,22.5227833873424
"BATF",0.956539590799625,8.70758987506213,8.10699536034485,1.35293123209846e-14,8.57797334423287e-13,22.3853415347148
"DOCK10",1.74321962673653,2.4026752502598,8.04126098930607,2.10498895144513e-14,1.32509054493471e-12,21.9509189720731
"LILRB4",2.05143905918452,1.11562789846479,8.03751577249251,2.15853275841621e-14,1.34915951772497e-12,21.9262359501301
"BTLA",1.9875439903505,5.08158920951124,7.96107328034214,3.59856469894637e-14,2.23339089378974e-12,21.4240574713542
"TOMM5",0.638906533902045,9.82848355977913,7.95097868978495,3.84895969317823e-14,2.3720896346839e-12,21.3579743017946
"DUSP6",1.78403664943462,2.51473449160318,7.90504779206107,5.22369059496866e-14,3.19697119537908e-12,21.057980301904
"IKZF3",-1.55710337598299,1.38328261039179,-7.89576755917077,5.55542976399645e-14,3.37655189724833e-12,20.9975046088045
"BCL2",1.645467496052,3.45334101909103,7.85682618366213,7.18968181521398e-14,4.33990861900553e-12,20.7442447732466
"TWF1",-0.92498629612798,5.3483057314694,-7.8556227061252,7.24711644936396e-14,4.34481886178534e-12,20.7364308686727
"MIF",0.272104672965721,12.313677352935,7.84148263906061,7.95684694942652e-14,4.73808730846594e-12,20.6446814297446
"SEPT9",-1.27211495503293,4.56190435424844,-7.83947073718352,8.06325779756804e-14,4.76922758187699e-12,20.631635787475
"NCF4",-2.22582412578633,3.13844540613292,-7.83031166970364,8.56572808438536e-14,5.03265077384588e-12,20.5722740353637
"DTWD1",2.19715613869802,4.71065047371577,7.80516735657428,1.01097195102302e-13,5.90046079759327e-12,20.4095433581448
"CALM1",-0.335572434100916,8.80632664559727,-7.78198483955135,1.17752172650109e-13,6.81428033155531e-12,20.2598148605382
"SUB1",0.395784605770333,7.78532810738938,7.78127753659643,1.18300793229089e-13,6.81428033155531e-12,20.2552512381089
"STOM",1.28785280633726,0.716120133919531,7.77803885034527,1.20845302832416e-13,6.91564710300054e-12,20.2343582600125
"2310007L24RIK",-1.11111078766234,0.693849699778013,-7.77287129036027,1.25017614377372e-13,7.10825958392118e-12,20.2010338953787
"PAIP2",0.834337585622008,8.08784210975215,7.72023860469562,1.76506945734706e-13,9.97151097923052e-12,19.8624545547368
"TEX264",-1.86254348046898,2.84630467419692,-7.71354432704064,1.84402622511962e-13,1.03512121796046e-11,19.8195006618635
"ACOT7",-0.780738421254088,8.23424752382588,-7.70375295282792,1.9658313005793e-13,1.09651083873452e-11,19.7567188986375
"RGS10",-2.20746677140144,5.22197217272009,-7.69922978479107,2.02474975107786e-13,1.12227167020435e-11,19.7277345292116
"NOP10",0.527014727279965,9.66004611231932,7.69048405346583,2.14365852584809e-13,1.1807539117687e-11,19.6717242509666
"DPP4",1.53698729587548,1.46226297797285,7.66927055995958,2.46148457383917e-13,1.34739525150588e-11,19.5360433036744
"RYBP",1.82942189275661,1.83017928899389,7.64537411395796,2.87544599397921e-13,1.56427812005795e-11,19.3835026298863
"DNAJC15",1.01325507408637,8.57774137869137,7.62765522457113,3.2260741170459e-13,1.74425712843715e-11,19.2706019121831
"CRISPLD2",-1.34293545212178,1.0921627175146,-7.54364949173737,5.55344445884143e-13,2.98429914730302e-11,18.7377403137755
"ZFP703",1.3675305986434,1.56778646338994,7.52723867558554,6.17229648326088e-13,3.29675447921079e-11,18.6341102018204
"MSN",-0.689763802413091,7.40821321193158,-7.52417167420735,6.29527743322834e-13,3.34218554331574e-11,18.6147598616104
"1110034G24RIK",-1.94846071939366,1.99149750659284,-7.46531689302683,9.18319689213174e-13,4.84619845571e-11,18.2444734949107
"MAPRE2",1.47101596666176,3.15893033647713,7.45397021342401,9.87440844775295e-13,5.17995009821707e-11,18.1733138140979
"HERC3",-1.20670426156363,0.899187651338416,-7.44722467947295,1.03093914684773e-12,5.37613414270359e-11,18.1310449066553
"GALM",-2.03628391800613,2.23066370963032,-7.4025487332107,1.37072088855113e-12,7.10597834753008e-11,17.8517590017122
"AXL",-1.38615829267813,1.61363707349538,-7.39794691466084,1.41144705052684e-12,7.27431745982052e-11,17.8230569309913
"AKT2",1.67574696183057,2.98792814840372,7.3799039565442,1.58296036255114e-12,8.11083120649022e-11,17.7106395178328
"GP49A",1.65340072468804,0.86172444338841,7.37679225968325,1.61454972706074e-12,8.22487095062792e-11,17.6912710889203
"USP22",-1.52069990492867,5.25416650889994,-7.33656811926859,2.0833687985079e-12,1.05521432306035e-10,17.4414082519933
"CCDC6",-0.962954142059176,5.94586266058627,-7.33165321734205,2.14915016551688e-12,1.07742875283402e-10,17.4109428604805
"SPIN1",-1.34027451386387,5.75588289226793,-7.33146725503386,2.15167888912729e-12,1.07742875283402e-10,17.4097904367756
"TES",-0.940599866528818,6.81385063768395,-7.32262294985229,2.27539166279692e-12,1.1329393629508e-10,17.3550049508666
"LDLRAD4",-1.31199355697286,1.02042607868772,-7.31781040815653,2.34562746409649e-12,1.16134914837541e-10,17.3252132367718
"HSD17B10",1.35384227088508,7.71291484714283,7.30786210367106,2.49765995949492e-12,1.22971381134239e-10,17.2636720319964
"TET2",1.26834318886323,2.39775149018869,7.29557442921841,2.69890298277462e-12,1.32141288817737e-10,17.1877395526873
"ANGPTL2",-1.20257894193798,0.675265896391633,-7.26877856485862,3.19482066239668e-12,1.55308917906314e-10,17.0224612931723
"CHST12",-2.07265765007248,3.92488874072603,-7.26815688661947,3.20733269703269e-12,1.55308917906314e-10,17.0186317808589
"N4BP1",-1.44060880543997,1.54459363219002,-7.24925593734466,3.61166948047508e-12,1.73932476128016e-10,16.9023118632768
"GBP2",2.69251256441716,3.7860277320414,7.2352226555898,3.94397888609185e-12,1.88903727843084e-10,16.8160853986062
"FKBP3",0.468830552143111,9.66161335111575,7.21950658662329,4.35197528933855e-12,2.07318693107787e-10,16.7196580149555
"YBX1",0.482162191625665,7.17078207918124,7.19806187089865,4.97647116063181e-12,2.35793765261549e-10,16.5883192192369
"IL2RB",-1.39676048983658,3.85627832307672,-7.16911165351539,5.96148485111719e-12,2.80954898357732e-10,16.4114484228602
"TRAF6",-1.56533363355596,2.83576310468018,-7.15809438801104,6.38479743880286e-12,2.99304360788136e-10,16.3442705234793
"HSPE1",0.390058316715975,10.1692827205121,7.13107204263616,7.55248794989086e-12,3.52169715885651e-10,16.179810287309
"GRAMD1B",1.76609297249242,1.90405335304535,7.08440133564376,1.0084001780314e-11,4.67738461525828e-10,15.8968058672858
"GBP4",1.69983724506852,1.36163215644707,7.08249751947167,1.02033388282416e-11,4.70795942896822e-10,15.8852893930691
"MOXD1",1.08590587587495,0.520485919815923,7.0784385284437,1.04624305150114e-11,4.80236459004141e-10,15.8607432816017
"PTP4A2",0.520814198775923,7.83945641222322,7.05216517052582,1.23033058806132e-11,5.61808470082093e-10,15.7021014485092
"CNIH4",-0.811179814640291,5.22623631572185,-7.01615491773407,1.5353547795885e-11,6.97478436727497e-10,15.4853506919604
"TGFBR1",-1.15919309871298,0.994161710047842,-7.00888615812199,1.60540170955645e-11,7.25559244426716e-10,15.4416952104648
"THEMIS",1.40453433409818,5.7329448439842,7.00543850119251,1.63971631939504e-11,7.37286730756557e-10,15.4210002323228
"CTSC",-1.39033377666194,7.33977533932849,-6.99160283261677,1.78483366747859e-11,7.98463914288774e-10,15.3380233224415
"LY6A",1.32086732842745,9.86046342298812,6.98562462796694,1.8513806656189e-11,8.24051404348454e-10,15.3022065063138
"KLF13",-0.729327683219198,4.38133956595111,-6.97514284598128,1.97400285090048e-11,8.74215433416377e-10,15.2394607735351
"SEC11C",-1.06960695216763,7.8053531021246,-6.92692118608831,2.6491914948798e-11,1.16576656589766e-09,14.9516709254958
"TRAT1",1.56612595048883,1.29295679990844,6.92632700338987,2.65878905872494e-11,1.16576656589766e-09,14.9481337781301
"NEURL3",-1.131705337736,0.707599656102985,-6.91249461600353,2.8921395305e-11,1.26180325159884e-09,14.8658519940572
"RASA3",-1.03189874700029,0.754290811680215,-6.9069447807309,2.99132696018657e-11,1.29864849754307e-09,14.8328722652933
"TPBG",1.1995001414745,1.41366011619008,6.90533354693425,3.02074468979352e-11,1.30499132113482e-09,14.8233011427632
"MRPL45",0.614871895680712,7.95000047201433,6.90446114712823,3.0367914309684e-11,1.30552404298168e-09,14.8181195483042
"STMN1",-0.557997836616564,9.64402200051816,-6.89184072174229,3.2785276646034e-11,1.40067046318131e-09,14.7432138568399
"FOXN3",-1.44493372227275,3.6929531021267,-6.89126984064272,3.28989885258744e-11,1.40067046318131e-09,14.7398278649536
"TNIP2",-1.60512439170717,3.07671245951297,-6.86294489307654,3.90555210758496e-11,1.65478993866088e-09,14.5720830987763
"BACH2",-1.08820728839664,3.76004979642947,-6.83696803650605,4.56899256100554e-11,1.92662829857138e-09,14.418685119328
"SLC7A14",0.590868704878659,5.80091390715492,6.82779786254142,4.82871379308465e-11,2.02645022183119e-09,14.3646346610329
"ACSL4",-0.752777246205308,5.7452925401389,-6.81687400758165,5.15709592332926e-11,2.15400409347397e-09,14.3003166962913
"ATF6",1.40816178534783,2.53427470891907,6.79084738878378,6.03053604489418e-11,2.50693934734209e-09,14.1473787837399
"REL",1.62077973741769,4.17822429219513,6.78951345270816,6.07902216837426e-11,2.51523109717758e-09,14.1395518040624
"CTSB",-0.87092387595616,6.41065015979229,-6.77217949564754,6.74502165287212e-11,2.77775120685804e-09,14.0379456427306
"PTPN2",0.824715987578684,7.44589593898697,6.75601694184564,7.43035574984439e-11,3.04575466155249e-09,13.94337722689
"SAYSD1",1.07742111589317,3.11731476842792,6.73447741307684,8.45101018592043e-11,3.44809040594985e-09,13.8176053490455
"SLAMF1",1.84565792349172,4.22230490936975,6.73359451360118,8.4956626624454e-11,3.45033525548992e-09,13.8124562854761
"LPP",1.34363768984949,2.23969319736349,6.73270610380701,8.54082781910713e-11,3.45276676925647e-09,13.8072755864192
"2010111I01RIK",-1.42659252570657,2.90434860029103,-6.73149856240051,8.60259555472315e-11,3.46185728875685e-09,13.800234699192
"CDC26",0.998607122735371,6.95234812350513,6.72172743864786,9.11881827653783e-11,3.65291570323309e-09,13.7432957478642
"IGF2R",-0.97672525337511,1.77063045502447,-6.70610477790064,1.00080836274865e-10,3.99100638049947e-09,13.6523847714608
"CTH",2.16046729690058,3.23278936273586,6.68383723975425,1.14245362991772e-10,4.53533506327247e-09,13.5230755835855
"ID2",-1.00551489064349,8.07080402086632,-6.67176806137974,1.22727377478398e-10,4.85020797182565e-09,13.4531216560968
"RPS27L",0.342830482398214,10.8090849406728,6.66267711943229,1.29521920494096e-10,5.09587805943958e-09,13.4004915200552
"ENO1",0.242959501899698,12.3887858261652,6.65717617200457,1.33811336606068e-10,5.2412413755968e-09,13.3686706912304
"PRELID2",1.88382543735819,6.72908246323282,6.63381123341906,1.53638922081435e-10,5.99123814293665e-09,13.2337305781562
"PRKCB",-1.1727154768259,2.42085691392667,-6.6116422041182,1.75106028786044e-10,6.79827943476389e-09,13.1060226096016
"MOB3B",-1.03900560528945,0.895246813975806,-6.58601788826085,2.03604363888689e-10,7.87002306557462e-09,12.9588059307305
"UBASH3B",-1.61348153796967,2.54006860365024,-6.55598841053723,2.42830199518671e-10,9.34525130287358e-09,12.7868229382418
"ARHGAP31",-0.961922055456926,0.805659186137311,-6.53191199551448,2.79557586989461e-10,1.0680400325691e-08,12.6493580410659
"ARID5A",-1.16384277022727,4.14243751278393,-6.53167376317924,2.79946950554251e-10,1.0680400325691e-08,12.6479997376896
"LRRFIP1",-1.16624933187241,5.32714445489065,-6.52334216356762,2.93903917306198e-10,1.11645483759462e-08,12.6005196939831
"A230046K03RIK",0.488864861956656,8.00684613359392,6.49385387987088,3.49008902183398e-10,1.32009246993231e-08,12.4328371464745
"TPM3",-0.363736655372182,8.4230350696522,-6.47257683118878,3.94945242230647e-10,1.48745829905072e-08,12.3122014863428
"MS4A6C",1.38740258623224,2.99988709728953,6.45979510299198,4.25339744687949e-10,1.59511454039783e-08,12.2398754435267
"CAPZA2",-0.501106445174711,8.34074072379704,-6.4522702721404,4.44294510754867e-10,1.65913878105197e-08,12.1973461780176
"CFL1",-0.257668560004723,10.3927308183399,-6.44178442844019,4.72096305749905e-10,1.75552098842781e-08,12.1381440196324
"TAGLN2",-0.386559384650847,9.22732903275597,-6.43172107238961,5.0037943022606e-10,1.8489042243909e-08,12.0813955177342
"FAM162A",0.620291822024608,8.92274062284526,6.43136678356078,5.01404867388431e-10,1.8489042243909e-08,12.0793988600713
"SOCS2",-1.41652388494118,1.34921579563885,-6.4223066387739,5.28339822165908e-10,1.94010785531173e-08,12.0283670352265
"BCL2L11",1.11623541121869,0.824782556413745,6.3965042545532,6.13064091370244e-10,2.24188126026803e-08,11.8833316847728
"SMS",0.80799147465087,5.21958957078456,6.39512461490338,6.17951471918978e-10,2.25041583554626e-08,11.8755891720102
"ACTB",-0.293325187387908,13.3319545614143,-6.38373516551183,6.59785311681814e-10,2.39287570035055e-08,11.8117201469355
"CD28",1.19812752549377,6.77596736265701,6.37826711517127,6.80844130078894e-10,2.45913086819069e-08,11.7810874384391
"LAMC2",-1.21686390018272,0.975146307032326,-6.36556698828109,7.32331061260876e-10,2.63429944607841e-08,11.710016602125
"SDC4",1.9395592679587,2.84700185688566,6.36432774180954,7.37554831248864e-10,2.64230517390091e-08,11.7030874486934
"ANKRD55",-1.21063823532312,0.86432918781462,-6.36046642397634,7.54066699401415e-10,2.69052219507072e-08,11.6815037527171
"BIN1",-1.14637096473943,1.18498084117084,-6.35708719210184,7.68814008151714e-10,2.73207977977462e-08,11.6626229513409
"PLOD2",-1.32205628988606,1.8375042405693,-6.34515749972002,8.23172430989003e-10,2.91350145956068e-08,11.5960291284172
"WDR46",1.25047642190742,1.84797313114374,6.34231746968681,8.36658382219044e-10,2.94938812899857e-08,11.5801895624149
"YWHAE",-0.254296574338712,9.04823113925692,-6.32965771760169,8.9945507877246e-10,3.15812653753852e-08,11.5096486028476
"ANXA4",-1.75140053954194,2.39318030142748,-6.31904485130317,9.55639384006747e-10,3.34208329017915e-08,11.4505957866325
"NT5C",-0.606717446486421,8.30555653832491,-6.29397237131339,1.10238900730967e-09,3.84006099660875e-08,11.3113862386798
"TEC",-1.6346248796751,2.54892130114136,-6.28755312931685,1.14337962247091e-09,3.96716717040792e-08,11.2758127728878
"SYN1",-0.739745337172756,0.401509453047216,-6.28017768121032,1.19232171010521e-09,4.12075734555184e-08,11.2349745824439
"INHBA",2.0200318788405,2.30799763264771,6.27870226176908,1.20235583800451e-09,4.13920390638037e-08,11.226809520234
"ARHGDIA",-0.42411776640314,7.10345809290932,-6.26688507526606,1.28576434661386e-09,4.40912108432216e-08,11.161465478382
"GMEB1",0.638432338715507,5.17684487774152,6.26334627760122,1.31182681680817e-09,4.48105803741489e-08,11.1419157714118
"EXOSC2",0.465916432358025,8.48882243646679,6.24411862300251,1.46273938482719e-09,4.97726725810117e-08,11.035842665126
"CLIC1",-0.66068579084266,7.88437076874537,-6.24330630109642,1.46947616863768e-09,4.98095902853997e-08,11.0313668421927
"GPR15",-1.41589236614653,0.73724050789009,-6.2296691502589,1.58721668762369e-09,5.35944086897608e-08,10.9562941089018
"OMD",0.611298391694319,5.82694803858972,6.20927224636558,1.78075168194404e-09,5.98998647823391e-08,10.8442444224068
"MKI67",-0.915108466911222,4.81627327748868,-6.2036874733538,1.83765462506401e-09,6.15788981395023e-08,10.8136139896432
"IFI30",1.68023394611887,3.92522837080765,6.20010253136491,1.87511570772283e-09,6.25961921672777e-08,10.793963084999
"GPI1",0.484150791885618,8.07046291551398,6.1536168995123,2.43410296662979e-09,8.09499979053146e-08,10.5399454727793
"EIF4E3",-1.28110073264809,1.64312977160949,-6.14482766368226,2.5567799303901e-09,8.47101561147666e-08,10.4920834016453
"PERP",1.38938269731776,1.88900627307329,6.13911466685897,2.63974374488808e-09,8.71313169426916e-08,10.4610014898841
"DUSP2",1.08638817579375,1.54260902416802,6.11925782482687,2.94911356057306e-09,9.69796186915314e-08,10.3531433958098
"DCLRE1C",0.545253359240389,6.42319350972193,6.10900460469867,3.12247567027004e-09,1.02165647834213e-07,10.2975562326683
"EBI3",-1.92704844146909,4.61887241362561,-6.10857207891765,3.13000396178798e-09,1.02165647834213e-07,10.2952129130957
"B3GNT2",1.4938829126998,3.90061038050359,6.10427754183713,3.20572240555035e-09,1.04251038967215e-07,10.271953145812
"GDI2",-0.564716965793144,7.45313385935039,-6.09678061371032,3.34222107242156e-09,1.07950120430534e-07,10.231379272746
"EBF1",1.08493510037119,0.762045190868579,6.0966866651195,3.34396719363846e-09,1.07950120430534e-07,10.2308710625603
"ZFP318",-0.872154981437962,0.941443820527692,-6.09344514520141,3.4047635729007e-09,1.09511610832022e-07,10.2133399518888
"IPO5",-0.726440848619693,6.3300706918627,-6.0864259957777,3.5401412372802e-09,1.13451871724183e-07,10.1754031366552
"AGPAT4",1.57540795383715,1.98136241576282,6.08076483784084,3.65315142828282e-09,1.16649360642958e-07,10.1448307206736
"CHD7",0.917725352076513,3.07343404834728,6.07539096692989,3.76368798127228e-09,1.19658206174152e-07,10.1158302510428
"SYNRG",0.442807201670973,6.40113453508865,6.07487194743837,3.77453549488418e-09,1.19658206174152e-07,10.1130303832291
"MAP3K5",1.05294175792514,1.0410145682982,6.06834245988957,3.91364231309855e-09,1.23623403961783e-07,10.0778227615168
"RAB33B",0.510920506443029,7.98949951123116,6.06658840603811,3.95185804022091e-09,1.24384731815953e-07,10.0683697614655
"UQCR10",0.277707670266386,10.4832788730643,6.04605787779698,4.42721604280543e-09,1.38850729484855e-07,9.95788446411623
"AKAP13",-1.06831352359575,3.47670801434504,-6.03142395997209,4.7997345392379e-09,1.50000214518807e-07,9.87931032618762
"UCP2",-0.490672993574729,7.42581070110361,-6.01798917252301,5.16860905078561e-09,1.60957426023228e-07,9.80730573962371
"OSBPL3",-0.849691955348728,0.756032746401275,-6.00812717776947,5.45688802363137e-09,1.69336458282617e-07,9.75452971856009
"TNFRSF12A",-1.38483363718835,1.17318998176864,-6.00030284094685,5.69673375086386e-09,1.76158998408292e-07,9.71270635198196
"RPL36AL",0.235487299474572,10.8801935831323,5.99941033761404,5.7247386845798e-09,1.76406021074132e-07,9.7079383737398
"TBL1XR1",-1.1707026246697,2.75362390821773,-5.99159267600476,5.97586357582108e-09,1.8350273760875e-07,9.66619821066928
"ERMN",1.18841176763283,0.947767186717662,5.98537027704789,6.18341234438852e-09,1.89216711774639e-07,9.63300599691842
"ARMCX6",1.18622461233122,0.889261566593703,5.98419266357619,6.22347717121637e-09,1.89783751937473e-07,9.62672728427693
"GMFG",1.27691282704177,6.0481826476873,5.98251256871755,6.28107706155608e-09,1.90879766012047e-07,9.61777115633552
"DESI2",1.35496210370533,3.58426245625381,5.98083984496686,6.33894183283341e-09,1.91976269322202e-07,9.6088562820703
"GBP5",1.40360316567662,1.26671191168406,5.96008208024254,7.10184697287666e-09,2.14344443054664e-07,9.49838952035973
"PDCD1",-1.84740362736451,3.6654894010604,-5.95458486301973,7.31847386170701e-09,2.19873663971114e-07,9.46918548700753
"RANBP9",1.57567394449506,3.34458500155317,5.95417345048814,7.33494351611341e-09,2.19873663971114e-07,9.46700070523639
"BTG1",-0.497083605440844,7.25288492115061,-5.952479228873,7.40314910251078e-09,2.21165942509924e-07,9.45800489331347
"ZFP91",1.14883342729977,2.58515312921187,5.95052459960001,7.48260835926897e-09,2.22784552264316e-07,9.44762889611179
"AP3B1",-1.30089822951328,3.14270981911626,-5.94456252108659,7.73016100670838e-09,2.29380164821956e-07,9.41599622971766
"NOP16",0.64143700729151,8.11842596078422,5.92715934404564,8.49943261592654e-09,2.51360737060942e-07,9.32380399781238
"CD274",1.12291583103752,1.17524300282082,5.91297013461448,9.18155543154223e-09,2.70625578656126e-07,9.24879524490979
"SERPINF1",2.05164979032045,3.9895591566011,5.90417382967473,9.63097692451243e-09,2.8292599878576e-07,9.20236636592253
"PIK3C2B",-0.895568327138194,1.3860823206021,-5.90160355027438,9.76630680575557e-09,2.8594837833596e-07,9.18881015572931
"ITGAL",-1.17240181589354,4.96189998019724,-5.8961555922935,1.00593219245519e-08,2.93552331526742e-07,9.16009186142623
"LRMP",1.59649993756641,3.75350131096683,5.882971865824,1.08043924041672e-08,3.13458030022409e-07,9.09068209548498
"ID3",1.84812404916952,6.25488745121499,5.88283203120396,1.08125770029289e-08,3.13458030022409e-07,9.08994655181295
"CASC4",0.57361593596499,7.19084741728629,5.88105127053498,1.09173370103281e-08,3.15457347777121e-07,9.08058078742898
"PDLIM1",-1.21478101118973,6.2425105537556,-5.879478226929,1.10107014304718e-08,3.1711539773447e-07,9.0723093599067
"VDR",-0.709283888060198,0.40944738004015,-5.87228157833297,1.14478820969382e-08,3.28632524170413e-07,9.03449004753419
