,wilcox_stat,wilcox_pval,cohens_d,adjusted_pval,metadata_r_id,reaction_name,formula,associated_genes,subsystem,EC_number,confidence
P45027A16m_pos,12247.0,0.014059489818310726,0.2050148818174859,0.036797178074782035,P45027A16m,Cytochrome P450 27,"1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [m] + 1.00 * O2 [m] + 1.00 * 3alpha,7alpha-dihydroxy-5beta-cholestan-26-al [m] --> 1.00 * Water [m] + 1.00 * Nicotinamide adenine dinucleotide phosphate [m] + 1.00 * 3alpha,7alpha-Dihydroxy-5beta-cholestanate [m]
CYP27A1",CYP27A1,Bile acid synthesis,1.14.13.15,4.0
P4507A1r_pos,13534.0,2.0470199446789222e-05,0.5082146999269731,0.0001504689516428924,P4507A1r,"cytochrome P450, family 7, subfamily A, polypeptide 1","1.00 * O2 [r] + 1.00 * proton [r] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [r] + 1.00 * cholesterol [r] --> 1.00 * Water [r] + 1.00 * Nicotinamide adenine dinucleotide phosphate [r] + 1.00 * 20-hydroxycholesterol [r]
CYP7A1",CYP7A1,Bile acid synthesis,1.14.13.17,4.0
P5CDm_pos,12600.0,0.0031633251499292836,0.1346458153750937,0.010599301356729403,P5CDm,"1-pyrroline-5-carboxylate dehydrogenase, mitochondrial","2.00 * Water [m] + 1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * 1-Pyrroline-5-carboxylate [m] --> 1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * L-glutamate(1-) [m]
ALDH4A1",ALDH4A1,Glutamate metabolism,1.5.1.12,4.0
P5CR_pos,13955.0,1.235823735666526e-06,0.4584633434310751,1.2953790571386136e-05,P5CR,pyrroline-5-carboxylate reductase,"2.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * 1-Pyrroline-5-carboxylate [c] --> 1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * L-proline [c]
PYCR1; PYCR2; PYCRL",PYCR1; PYCR2; PYCRL,Arginine and Proline Metabolism,1.5.1.2,4.0
PDHm_pos,12991.0,0.00046772823853857045,0.43614021445876494,0.0022096605368467823,PDHm,pyruvate dehydrogenase,"1.00 * Coenzyme A [m] + 1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * pyruvate [m] --> 1.00 * carbon dioxide [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * Acetyl-CoA [m]
DLAT; DLD; PDHA1; PDHA2; PDHB; PDHX",DLAT; DLD; PDHA1; PDHA2; PDHB; PDHX,Glycolysis/gluconeogenesis,2.3.1.12,0.0
PEPCK_pos,12219.0,0.015670833577768672,0.2690770004987835,0.04038423873478356,PEPCK,Phosphoenolpyruvate carboxykinase (GTP),"1.00 * Oxaloacetate [c] + 1.00 * GTP [c] --> 1.00 * carbon dioxide [c] + 1.00 * Phosphoenolpyruvate [c] + 1.00 * GDP [c]
PCK1",PCK1,Glycolysis/gluconeogenesis,4.1.1.32,0.0
PETHCT_pos,12231.0,0.014961361540844462,0.3444568414335314,0.038854424246047986,PETHCT,phosphoethanolamine cytidyltransferase,"1.00 * proton [c] + 1.00 * CTP [c] + 1.00 * O-phosphonatoethanaminium(1-) [c] --> 1.00 * Diphosphate [c] + 1.00 * CDP-ethanolamine(1-) [c]
PCYT2",PCYT2,Glycerophospholipid metabolism,2.7.7.14,4.0
PFK26_pos,13124.0,0.00022869236498187473,0.35199906119706537,0.0011995526271847635,PFK26,6-phosphofructo-2-kinase,"1.00 * ATP [c] + 1.00 * D-Fructose 6-phosphate [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * beta-D-fructofuranose 2,6-bisphosphate(4-) [c]
PFKFB1; PFKFB2; PFKFB3; PFKFB4",PFKFB1; PFKFB2; PFKFB3; PFKFB4,Fructose and mannose metabolism,2.7.1.105,0.0
PGCD_pos,13047.0,0.00034745088749996866,0.34166273198708086,0.0017151855197810226,PGCD,phosphoglycerate dehydrogenase,"1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * 3-Phospho-D-glycerate [c] --> 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * 3-phosphonatooxypyruvate(3-) [c]
PHGDH",PHGDH,"Glycine, serine, alanine and threonine metabolism",1.1.1.95,4.0
PGI_neg,12161.0,0.01953320822358375,0.3048878186721828,0.04789732051131175,PGI,glucose-6-phosphate isomerase,"1.00 * D-Glucose 6-phosphate [c] --> 1.00 * D-Fructose 6-phosphate [c]
GPI1",GPI1,Glycolysis/gluconeogenesis,5.3.1.9,0.0
PGI_pos,14131.0,3.4598840332391447e-07,0.5876723859817126,4.92183949639131e-06,PGI,glucose-6-phosphate isomerase,"1.00 * D-Glucose 6-phosphate [c] --> 1.00 * D-Fructose 6-phosphate [c]
GPI1",GPI1,Glycolysis/gluconeogenesis,5.3.1.9,0.0
PGL_pos,12389.0,0.007936058953024527,0.320538087862888,0.02284394928077024,PGL,6-phosphogluconolactonase,"1.00 * Water [c] + 1.00 * 6-phospho-D-glucono-1,5-lactone [c] --> 1.00 * proton [c] + 1.00 * 6-Phospho-D-gluconate [c]
PGLS",PGLS,Pentose phosphate pathway,3.1.1.31,0.0
PGLc_pos,13144.0,0.00020478045563792886,0.4233961128580168,0.001091192177074014,PGLc,6-phosphogluconolactonase,"3.00 * Water [c] + 3.00 * 6-phospho-D-glucono-1,5-lactone [c] --> 3.00 * proton [c] + 3.00 * 6-Phospho-D-gluconate [c]
PGLS",PGLS,Pentose phosphate pathway,3.1.1.31,4.0
PGLer_pos,12703.0,0.001968759390892711,0.3635551227577685,0.007252545432461992,PGLer,"6-phosphogluconolactonase, endoplasmic reticulum","1.00 * Water [r] + 1.00 * 6-phospho-D-glucono-1,5-lactone [r] --> 1.00 * proton [r] + 1.00 * 6-Phospho-D-gluconate [r]
H6PD",H6PD,Pentose phosphate pathway,3.1.1.31,4.0
PGM_neg,13811.0,3.352270347713593e-06,0.5079204779381532,3.151035239819871e-05,PGM,phosphoglycerate mutase,"1.00 * D-Glycerate 2-phosphate [c] --> 1.00 * 3-Phospho-D-glycerate [c]
BPGM; PGAM1; PGAM2",BPGM; PGAM1; PGAM2,Glycolysis/gluconeogenesis,5.4.2.1,0.0
PGM_pos,12918.0,0.0006831199410086507,0.37555225293642686,0.003000360705753364,PGM,phosphoglycerate mutase,"1.00 * D-Glycerate 2-phosphate [c] --> 1.00 * 3-Phospho-D-glycerate [c]
BPGM; PGAM1; PGAM2",BPGM; PGAM1; PGAM2,Glycolysis/gluconeogenesis,5.4.2.1,0.0
PGPP_hs_pos,14232.0,1.6226394147285106e-07,0.6613291084527052,2.8177332397996725e-06,PGPP_hs,Phosphatidylglycerol phosphate phosphatase (homo sapiens),"1.00 * Water [c] + 1.00 * phosphatidyl glycerol phosphate [c] --> 1.00 * hydrogenphosphate [c] + 1.00 * phosphatidylglycerol(1-) [c]
No genes",,Glycerophospholipid metabolism,3.1.3.27,0.0
PI5P4K_pos,12939.0,0.0006132149904420919,0.2584996115817426,0.0027800661507927683,PI5P4K,phosphatidylinositol-5-phosphate 4-kinase,"1.00 * ATP [c] + 1.00 * 1-phosphatidyl-1D-myo-inositol 5-phosphate(3-) [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * phosphatidylinositol 4,5-bisphosphate [c]
PI4K2A; PI4KA; PI4KB",PI4K2A; PI4KA; PI4KB,Inositol phosphate metabolism,2.7.1.149,4.0
PIACGT_pos,13242.0,0.00011792052344104039,0.46573002700704225,0.0006809191463688765,PIACGT,phosphatidylinositol N-acetylglucosaminyltransferase,"1.00 * 1-phosphatidyl-1D-myo-inositol(1-) [c] + 1.00 * UDP-N-acetyl-alpha-D-glucosamine(2-) [c] --> 1.00 * proton [c] + 1.00 * UDP [c] + 1.00 * 6-(N-acetyl-alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol(1-) [c]
DPM2; PIGA; PIGC; PIGH; PIGP; PIGQ",DPM2; PIGA; PIGC; PIGH; PIGP; PIGQ,Phosphatidylinositol phosphate metabolism,2.4.1.198,4.0
PIK3_pos,13563.0,1.7053004160270928e-05,0.4679017687867634,0.00012785740648636073,PIK3,phosphatidylinositol 3-kinase,"1.00 * ATP [c] + 1.00 * 1-phosphatidyl-1D-myo-inositol(1-) [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * 1-phosphatidyl-1D-myo-inositol 3-phosphate(3-) [c]
HCST; PIK3C2A; PIK3C2B; PIK3C2G; PIK3C3; PIK3CA; PIK3CB; PIK3CD; PIK3CG; PIK3R1; PIK3R2; PIK3R3; PIK3R5",HCST; PIK3C2A; PIK3C2B; PIK3C2G; PIK3C3; PIK3CA; PIK3CB; PIK3CD; PIK3CG; PIK3R1; PIK3R2; PIK3R3; PIK3R5,Inositol phosphate metabolism,2.7.1.137,4.0
PIK4_pos,12939.0,0.0006132149904420919,0.2584996115817425,0.0027800661507927683,PIK4,phosphatidylinositol 4-kinase,"1.00 * ATP [c] + 1.00 * 1-phosphatidyl-1D-myo-inositol(1-) [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * 1-phosphatidyl-1D-myo-inositol 4-phosphate(3-) [c]
PI4K2A; PI4KA; PI4KB",PI4K2A; PI4KA; PI4KB,Glycerophospholipid metabolism,2.7.1.67,4.0
PLA2_2_pos,14052.0,6.171596715956387e-07,0.6111277937651155,7.138218851323058e-06,PLA2_2,phospholipase A2,"1.00 * Water [c] + 1.00 * Phosphatidylcholine [c] --> 1.00 * proton [c] + 1.00 * R total 2 position [c] + 1.00 * lysophosphatidylcholine [c]
PLA2G12A; PLA2G2A; PLA2G2F; PLA2G3; PLA2G4A; PLA2G4B; PLA2G4E; PLA2G5; PLA2G6",PLA2G12A; PLA2G2A; PLA2G2F; PLA2G3; PLA2G4A; PLA2G4B; PLA2G4E; PLA2G5; PLA2G6,Glycerophospholipid metabolism,3.1.1.4,4.0
PLA2_2e_pos,14686.0,4.242943954961255e-09,0.7205526320668054,1.4383128630302166e-07,PLA2_2e,phospholipase A2,"1.00 * Water [e] + 1.00 * Phosphatidylcholine [e] --> 1.00 * proton [e] + 1.00 * lysophosphatidylcholine [e] + 1.00 * R total 2 position [e]
PLA2G10; PLA2G12A; PLA2G1B; PLA2G2A; PLA2G2D; PLA2G2E; PLA2G2F; PLA2G5",PLA2G10; PLA2G12A; PLA2G1B; PLA2G2A; PLA2G2D; PLA2G2E; PLA2G2F; PLA2G5,Glycerophospholipid metabolism,3.1.1.4,4.0
PMEVKx_pos,13608.0,1.2804267481924706e-05,0.5108587167258414,9.903106391056572e-05,PMEVKx,phosphomevalonate kinase,"1.00 * ATP [x] + 1.00 * (R)-5-phosphonatomevalonate(3-) [x] --> 1.00 * ADP [x] + 1.00 * (R)-5-Diphosphomevalonate [x]
PMVK",PMVK,Cholesterol metabolism,2.7.4.2,4.0
PNP_neg,13199.0,0.00015056404118392086,0.46545740684584097,0.0008365689925589605,PNP,purine-nucleoside phosphorylase,"1.00 * hydrogenphosphate [c] + 1.00 * N-Ribosylnicotinamide [c] --> 1.00 * proton [c] + 1.00 * Nicotinamide [c] + 1.00 * alpha-D-Ribose 1-phosphate [c]
PNP2",PNP2,NAD metabolism,3.4.2.1,4.0
PPCOAOm_pos,12331.0,0.010068123439023772,0.30059202129235596,0.02770472827154512,PPCOAOm,"Propanoyl-CoA:FAD 2,3-oxidoreductase, mitochondrial","1.00 * Propanoyl-CoA [m] + 1.00 * Flavin adenine dinucleotide oxidized [m] --> 1.00 * Flavin adenine dinucleotide reduced [m] + 1.00 * acryloyl-CoA(4-) [m]
ACAD11; ACAD12; ACAD8; ACAD9; ACADM; ACADS; ACADSB",ACAD11; ACAD12; ACAD8; ACAD9; ACADM; ACADS; ACADSB,Propanoate metabolism,1.3.99.3,4.0
PPDOx_pos,13375.0,5.417769330630771e-05,0.29084347872786415,0.0003512456148943021,PPDOx,"Propane-1,2-diol:NAD+ 1-oxidoreductase","1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * (R)-lactaldehyde [c] --> 1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * (R)-propane-1,2-diol [c]
AKR7A5",AKR7A5,Pyruvate metabolism,1.1.1.21,4.0
PPDOy_pos,12684.0,0.002152997402102232,0.33731208448953937,0.007827183367711082,PPDOy,"Propane-1,2-diol:NADP+ 1-oxidoreductase","1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * (R)-lactaldehyde [c] --> 1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * (R)-propane-1,2-diol [c]
AKR1A1; AKR1B3; AKR7A5",AKR1A1; AKR1B3; AKR7A5,Pyruvate metabolism,1.1.1.21,4.0
PPM_neg,13331.0,7.03323144446329e-05,0.4689523362931225,0.00044467047614647374,PPM,phosphopentomutase,"1.00 * alpha-D-Ribose 1-phosphate [c] --> 1.00 * alpha-D-Ribose 5-phosphate [c]
PGM1; PGM2",PGM1; PGM2,Pentose phosphate pathway,5.4.2.7,0.0
PPM_pos,13825.0,3.0475665511441584e-06,0.5160690004052855,2.909975400350793e-05,PPM,phosphopentomutase,"1.00 * alpha-D-Ribose 1-phosphate [c] --> 1.00 * alpha-D-Ribose 5-phosphate [c]
PGM1; PGM2",PGM1; PGM2,Pentose phosphate pathway,5.4.2.7,0.0
PSDm_hs_pos,14227.0,1.685387200394903e-07,0.6422175801322884,2.87191781500447e-06,PSDm_hs,Phosphatidylserine decarboxylase,"1.00 * proton [m] + 1.00 * phosphatidylserine [m] --> 1.00 * carbon dioxide [m] + 1.00 * phosphatidylethanolamine [m]
No genes",,Glycerophospholipid metabolism,4.1.1.65,4.0
PSERT_pos,13047.0,0.00034745088749996866,0.3416627319870809,0.0017151855197810226,PSERT,phosphoserine transaminase,"1.00 * L-glutamate(1-) [c] + 1.00 * 3-phosphonatooxypyruvate(3-) [c] --> 1.00 * proton [c] + 1.00 * 2-Oxoglutarate [c] + 1.00 * O-Phospho-L-serine [c]
PSAT1",PSAT1,"Glycine, serine, alanine and threonine metabolism",2.6.1.52,4.0
PSP_L_pos,13047.0,0.00034745088749996866,0.3416627319870756,0.0017151855197810226,PSP_L,phosphoserine phosphatase (L-serine),"1.00 * Water [c] + 1.00 * proton [c] + 1.00 * O-Phospho-L-serine [c] --> 1.00 * hydrogenphosphate [c] + 1.00 * L-serine [c]
PSPH",PSPH,"Glycine, serine, alanine and threonine metabolism",3.1.3.3,4.0
PSSA2_hs_neg,13074.0,0.00030043163403030605,0.46138615219973705,0.0015207710910843054,PSSA2_hs,Phosphatidylserine synthase homo sapiens,"1.00 * L-serine [c] + 1.00 * phosphatidylethanolamine [c] --> 1.00 * etha[c] [c] + 1.00 * phosphatidylserine [c]
PTDSS2",PTDSS2,Glycerophospholipid metabolism,2.7.8.8,4.0
PSSA2_hs_pos,12231.0,0.014961361540844462,0.3444568414335259,0.038854424246047986,PSSA2_hs,Phosphatidylserine synthase homo sapiens,"1.00 * L-serine [c] + 1.00 * phosphatidylethanolamine [c] --> 1.00 * etha[c] [c] + 1.00 * phosphatidylserine [c]
PTDSS2",PTDSS2,Glycerophospholipid metabolism,2.7.8.8,4.0
PUNP1_neg,14739.0,2.7024516185729944e-09,0.7116958787436816,9.78563873020778e-08,PUNP1,purine-nucleoside phosphorylase (Adenosine),"1.00 * hydrogenphosphate [c] + 1.00 * Adenosine [c] --> 1.00 * Adenine [c] + 1.00 * alpha-D-Ribose 1-phosphate [c]
PNP2",PNP2,Nucleotide interconversion,3.4.2.1,4.0
PUNP1_pos,13813.0,3.3070185872952177e-06,0.5166303680229469,3.126947990627956e-05,PUNP1,purine-nucleoside phosphorylase (Adenosine),"1.00 * hydrogenphosphate [c] + 1.00 * Adenosine [c] --> 1.00 * Adenine [c] + 1.00 * alpha-D-Ribose 1-phosphate [c]
PNP2",PNP2,Nucleotide interconversion,3.4.2.1,4.0
PUNP2_neg,13476.0,2.9356431437333943e-05,0.46796398245300314,0.00021021183994396542,PUNP2,purine-nucleoside phosphorylase (Deoxyadenosine),"1.00 * hydrogenphosphate [c] + 1.00 * 2-deoxyadenosine [c] --> 1.00 * 2-Deoxy-D-ribose 1-phosphate [c] + 1.00 * Adenine [c]
PNP2",PNP2,Purine catabolism,3.4.2.1,4.0
PUNP2_pos,14857.0,9.709158981729827e-10,0.7596820658891738,4.09777948281882e-08,PUNP2,purine-nucleoside phosphorylase (Deoxyadenosine),"1.00 * hydrogenphosphate [c] + 1.00 * 2-deoxyadenosine [c] --> 1.00 * 2-Deoxy-D-ribose 1-phosphate [c] + 1.00 * Adenine [c]
PNP2",PNP2,Purine catabolism,3.4.2.1,4.0
PUNP3_neg,14732.0,2.8692391764873167e-09,0.65507307368579,1.0330882074437102e-07,PUNP3,purine-nucleoside phosphorylase (Guanosine),"1.00 * hydrogenphosphate [c] + 1.00 * Guanosine [c] --> 1.00 * Guanine [c] + 1.00 * alpha-D-Ribose 1-phosphate [c]
PNP2",PNP2,Purine catabolism,3.4.2.1,4.0
PUNP3_pos,14204.5,1.9497229820782687e-07,0.35781522297237217,3.1698138690489966e-06,PUNP3,purine-nucleoside phosphorylase (Guanosine),"1.00 * hydrogenphosphate [c] + 1.00 * Guanosine [c] --> 1.00 * Guanine [c] + 1.00 * alpha-D-Ribose 1-phosphate [c]
PNP2",PNP2,Purine catabolism,3.4.2.1,4.0
PUNP4_neg,14452.0,2.9154491225054512e-08,0.6060957433953282,7.286336179500878e-07,PUNP4,purine-nucleoside phosphorylase (Deoxyguanosine),"1.00 * hydrogenphosphate [c] + 1.00 * Deoxyguanosine [c] --> 1.00 * 2-Deoxy-D-ribose 1-phosphate [c] + 1.00 * Guanine [c]
PNP2",PNP2,Purine catabolism,3.4.2.1,4.0
PUNP4_pos,14741.0,2.6565582476938573e-09,0.7703756803405936,9.67442612145883e-08,PUNP4,purine-nucleoside phosphorylase (Deoxyguanosine),"1.00 * hydrogenphosphate [c] + 1.00 * Deoxyguanosine [c] --> 1.00 * 2-Deoxy-D-ribose 1-phosphate [c] + 1.00 * Guanine [c]
PNP2",PNP2,Purine catabolism,3.4.2.1,4.0
PUNP5_neg,14660.0,5.28346952005813e-09,0.46779334935558786,1.7092157995599218e-07,PUNP5,purine-nucleoside phosphorylase (Inosine),"1.00 * hydrogenphosphate [c] + 1.00 * Inosine [c] --> 1.00 * Hypoxanthine [c] + 1.00 * alpha-D-Ribose 1-phosphate [c]
PNP2",PNP2,Purine catabolism,3.4.2.1,4.0
PUNP5_pos,13231.0,0.00012556889806774086,0.3992474219055951,0.0007183577983713757,PUNP5,purine-nucleoside phosphorylase (Inosine),"1.00 * hydrogenphosphate [c] + 1.00 * Inosine [c] --> 1.00 * Hypoxanthine [c] + 1.00 * alpha-D-Ribose 1-phosphate [c]
PNP2",PNP2,Purine catabolism,3.4.2.1,4.0
PUNP6_pos,13498.0,2.56232224986145e-05,0.562274515783596,0.00018514376075246054,PUNP6,purine-nucleoside phosphorylase (Deoxyinosine),"1.00 * hydrogenphosphate [c] + 1.00 * Deoxyinosine [c] --> 1.00 * 2-Deoxy-D-ribose 1-phosphate [c] + 1.00 * Hypoxanthine [c]
PNP2",PNP2,Purine catabolism,3.4.2.1,4.0
PUNP7_neg,14208.5,1.8836119893833365e-07,0.35781522297237217,3.0780151816256417e-06,PUNP7,purine-nucleoside phosphorylase (Xanthosine),"1.00 * hydrogenphosphate [c] + 1.00 * xanthosine [c] --> 1.00 * Xanthine [c] + 1.00 * alpha-D-Ribose 1-phosphate [c]
PNP2",PNP2,Nucleotide interconversion,3.4.2.1,4.0
PUNP7_pos,13775.0,4.275827974161571e-06,0.5318203110822883,3.932157529485093e-05,PUNP7,purine-nucleoside phosphorylase (Xanthosine),"1.00 * hydrogenphosphate [c] + 1.00 * xanthosine [c] --> 1.00 * Xanthine [c] + 1.00 * alpha-D-Ribose 1-phosphate [c]
PNP2",PNP2,Nucleotide interconversion,3.4.2.1,4.0
PYNP2r_neg,14885.0,7.58552852800684e-10,0.7667020864764647,3.2444680073146034e-08,PYNP2r,pyrimidine-nucleoside phosphorylase (uracil),"1.00 * hydrogenphosphate [c] + 1.00 * Uridine [c] --> 1.00 * uracil [c] + 1.00 * alpha-D-Ribose 1-phosphate [c]
UPP1; UPP2",UPP1; UPP2,Pyrimidine catabolism,2.4.2.2,4.0
PYNP2r_pos,15411.0,5.553841497826132e-12,0.898408516324674,3.889519985235817e-10,PYNP2r,pyrimidine-nucleoside phosphorylase (uracil),"1.00 * hydrogenphosphate [c] + 1.00 * Uridine [c] --> 1.00 * uracil [c] + 1.00 * alpha-D-Ribose 1-phosphate [c]
UPP1; UPP2",UPP1; UPP2,Pyrimidine catabolism,2.4.2.2,4.0
RDH1_neg,13136.0,0.00021404869083824652,0.14538346980103534,0.0011311213156817122,RDH1,retinol dehydrogenase (all-trans),"1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * retinol [c] --> 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * retinal [c]
RDH16F1; RDH5",RDH16F1; RDH5,Vitamin A metabolism,1.1.1.105,4.0
RDH1a_pos,13136.0,0.00021404869083824652,0.14538346980103534,0.0011311213156817122,RDH1a,"retinol dehydrogenase (all-trans,NADPH)","1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * retinol [c] --> 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * retinal [c]
RDH10; RDH11; RDH12; RDH13; RDH14; RDH8; SDR16C5",RDH10; RDH11; RDH12; RDH13; RDH14; RDH8; SDR16C5,Vitamin A metabolism,1.1.1.105,4.0
RDH2_neg,12777.0,0.0013808265427672336,0.1751424774350541,0.005398777642365387,RDH2,"retinol dehydrogenase (9-cis,NADH)","1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * 9-cis-retinol [c] --> 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * all-trans-retinal [c]
RDH5",RDH5,Vitamin A metabolism,1.1.1.105,4.0
RDH2a_pos,12777.0,0.0013808265427672336,0.17514247743503894,0.005398777642365387,RDH2a,"retinol dehydrogenase (9-cis,NADPH)","1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * 9-cis-retinol [c] --> 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * all-trans-retinal [c]
RDH11; RDH12; RDH13; RDH14; RDH8; SDR16C5",RDH11; RDH12; RDH13; RDH14; RDH8; SDR16C5,Vitamin A metabolism,1.1.1.105,4.0
RDH3_neg,12777.0,0.0013808265427672336,0.17514247743505407,0.005398777642365387,RDH3,"retinol dehydrogenase (11-cis,NADH)","1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * 11-cis-retinol [c] --> 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * 11-cis-retinal [c]
RDH5",RDH5,Vitamin A metabolism,1.1.1.105,4.0
RDH3a_pos,12777.0,0.0013808265427672336,0.1751424774350541,0.005398777642365387,RDH3a,"retinol dehydrogenase (11-cis,NADPH)","1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * 11-cis-retinol [c] --> 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * 11-cis-retinal [c]
RDH11; RDH12; RDH13; RDH14; SDR16C5",RDH11; RDH12; RDH13; RDH14; SDR16C5,Vitamin A metabolism,1.1.1.105,4.0
RE0344C_neg,7493.0,2.594299007980599e-05,-0.39222316277533636,0.0001872419884242396,RE0344C,RE0344,"1.00 * Water [c] + 1.00 * Stearoyl-CoA (n-C18:0CoA) [c] --> 1.00 * proton [c] + 1.00 * Coenzyme A [c] + 1.00 * octadecanoate (n-C18:0) [c]
ACOT2; ACOT6; BAAT",ACOT2; ACOT6; BAAT,Fatty acid synthesis,3.1.2.2,0.0
RE0452M_neg,13709.0,6.63751087887604e-06,0.4756598805925644,5.6855990364350814e-05,RE0452M,RE0452,"1.00 * dATP [m] + 1.00 * dTMP [m] --> 1.00 * dADP [m] + 1.00 * dTDP [m]
No genes",,Pyrimidine synthesis,2.7.4.9,0.0
RE0452M_pos,15045.0,1.798436566274685e-10,0.7393307985699723,8.427526644756299e-09,RE0452M,RE0452,"1.00 * dATP [m] + 1.00 * dTMP [m] --> 1.00 * dADP [m] + 1.00 * dTDP [m]
No genes",,Pyrimidine synthesis,2.7.4.9,0.0
RE0453C_neg,8797.0,0.017376280979769437,-0.2584765239108031,0.04364960137330336,RE0453C,RE0453,"1.00 * dATP [c] + 1.00 * dTDP [c] --> 1.00 * dADP [c] + 1.00 * dTTP [c]
No genes",,Pyrimidine synthesis,2.7.4.6,0.0
RE0453C_pos,8797.0,0.017376280979769437,-0.2584765239108007,0.04364960137330336,RE0453C,RE0453,"1.00 * dATP [c] + 1.00 * dTDP [c] --> 1.00 * dADP [c] + 1.00 * dTTP [c]
No genes",,Pyrimidine synthesis,2.7.4.6,0.0
RE0453M_neg,13094.0,0.00026951957812707347,0.4203976705765674,0.0013719235394599356,RE0453M,RE0453,"1.00 * dATP [m] + 1.00 * dTDP [m] --> 1.00 * dADP [m] + 1.00 * dTTP [m]
NME4",NME4,Pyrimidine synthesis,2.7.4.6,0.0
RE0453M_pos,14463.0,2.669170238005249e-08,0.6499850847670599,6.723565978975277e-07,RE0453M,RE0453,"1.00 * dATP [m] + 1.00 * dTDP [m] --> 1.00 * dADP [m] + 1.00 * dTTP [m]
NME4",NME4,Pyrimidine synthesis,2.7.4.6,0.0
RE0453N_neg,8788.0,0.016790536151798506,-0.24648054557429963,0.04239543854810296,RE0453N,RE0453,"1.00 * dATP [n] + 1.00 * dTDP [n] --> 1.00 * dADP [n] + 1.00 * dTTP [n]
GM20390; NME2",GM20390; NME2,Pyrimidine synthesis,2.7.4.6,0.0
RE0453N_pos,8788.0,0.016790536151798506,-0.24648054557418958,0.04239543854810296,RE0453N,RE0453,"1.00 * dATP [n] + 1.00 * dTDP [n] --> 1.00 * dADP [n] + 1.00 * dTTP [n]
GM20390; NME2",GM20390; NME2,Pyrimidine synthesis,2.7.4.6,0.0
RE0690E_pos,8354.0,0.0027034243837319827,-0.34374431185629034,0.009323010604720738,RE0690E,RE0690,"1.00 * Water [e] + 1.00 * O2 [e] + 1.00 * spermidine monoaldehyde 2 [e] --> 1.00 * Ammonium [e] + 1.00 * Hydrogen peroxide [e] + 1.00 * spermidine dialdehyde [e]
AOC1",AOC1,Urea cycle,1.4.3.6,0.0
RE1342C_pos,12262.0,0.013257915813233276,0.30474014716589987,0.0349866242143833,RE1342C,RE1342,"1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * D-glucitol [c] --> 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * D-glucose [c]
No genes",,Fructose and mannose metabolism,1.1.1.21,0.0
RE1441R_pos,13681.0,7.979019789444332e-06,0.5028283407937145,6.519268348478042e-05,RE1441R,RE1441,"1.00 * ATP [r] + 1.00 * 1-phosphatidyl-1D-myo-inositol(1-) [r] --> 1.00 * ADP [r] + 1.00 * proton [r] + 1.00 * 1-phosphatidyl-1D-myo-inositol 5-phosphate(3-) [r]
PIP4K2A; PIP4K2B; PIP4K2C",PIP4K2A; PIP4K2B; PIP4K2C,Phosphatidylinositol phosphate metabolism,2.7.1.68,0.0
