,term,variable,value,p,padj,s1,s2
1386,KEGG_MM_HIF-1_SIGNALING_PATHWAY,15,0.5260067392134069,0.5260067392134069,1.0,iTreg_Vehicle,Th17p_DFMO
1387,KEGG_MM_MTOR_SIGNALING_PATHWAY,15,0.8346094212695871,0.8346094212695871,1.0,iTreg_Vehicle,Th17p_DFMO
1388,KEGG_MM_PI3K-AKT_SIGNALING_PATHWAY,15,0.28267626151644587,0.28267626151644587,0.36095158637863195,iTreg_Vehicle,Th17p_DFMO
1389,KEGG_MM_NOD-LIKE_RECEPTOR_SIGNALING_PATHWAY,15,0.8134318057529837,0.8134318057529837,1.0,iTreg_Vehicle,Th17p_DFMO
1390,KEGG_MM_INSULIN_SIGNALING_PATHWAY,15,0.7306710505804727,0.7306710505804727,1.0,iTreg_Vehicle,Th17p_DFMO
1391,KEGG_MM_ADIPOCYTOKINE_SIGNALING_PATHWAY,15,0.7042272806126684,0.7042272806126684,1.0,iTreg_Vehicle,Th17p_DFMO
1392,KEGG_MM_GLYCOLYSIS_GLUCONEOGENESIS,16,0.684140845268012,0.684140845268012,1.0,iTreg_Vehicle,Th17n_Vehicle
1393,KEGG_MM_CITRATE_CYCLE,16,0.0,0.0,0.0,iTreg_Vehicle,Th17n_Vehicle
1394,KEGG_MM_PENTOSE_PHOSPHATE_PATHWAY,16,0.0,0.0,0.0,iTreg_Vehicle,Th17n_Vehicle
1395,KEGG_MM_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS,16,0.0,0.0,0.0,iTreg_Vehicle,Th17n_Vehicle
1396,KEGG_MM_FRUCTOSE_AND_MANNOSE_METABOLISM,16,0.0,0.0,0.0,iTreg_Vehicle,Th17n_Vehicle
1397,KEGG_MM_GALACTOSE_METABOLISM,16,0.6736488501605982,0.6736488501605982,0.7568762371584853,iTreg_Vehicle,Th17n_Vehicle
1398,KEGG_MM_ASCORBATE_AND_ALDARATE_METABOLISM,16,0.0,0.0,0.0,iTreg_Vehicle,Th17n_Vehicle
1399,KEGG_MM_FATTY_ACID_BIOSYNTHESIS,16,0.19474742722786362,0.19474742722786362,0.3313499250747875,iTreg_Vehicle,Th17n_Vehicle
1400,KEGG_MM_FATTY_ACID_METABOLISM,16,0.8235251947676547,0.8235251947676547,1.0,iTreg_Vehicle,Th17n_Vehicle
1401,KEGG_MM_SYNTHESIS_AND_DEGRADATION_OF_KETONE_BODIES,16,0.0,0.0,0.0,iTreg_Vehicle,Th17n_Vehicle
1402,KEGG_MM_STEROID_BIOSYNTHESIS,16,0.45874415767415416,0.45874415767415416,0.5302578616162721,iTreg_Vehicle,Th17n_Vehicle
1403,KEGG_MM_PRIMARY_BILE_ACID_BIOSYNTHESIS,16,0.0,0.0,0.0,iTreg_Vehicle,Th17n_Vehicle
1404,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS,16,0.6143880970124073,0.6143880970124073,0.7114254362033642,iTreg_Vehicle,Th17n_Vehicle
1405,KEGG_MM_OXIDATIVE_PHOSPHORYLATION,16,0.9941616905406686,0.9941616905406686,1.0,iTreg_Vehicle,Th17n_Vehicle
1406,KEGG_MM_PURINE_METABOLISM,16,0.8570241313144895,0.8570241313144895,1.0,iTreg_Vehicle,Th17n_Vehicle
1407,KEGG_MM_CAFFEINE_METABOLISM,16,0.2774168578492951,0.2774168578492951,1.0,iTreg_Vehicle,Th17n_Vehicle
1408,KEGG_MM_PYRIMIDINE_METABOLISM,16,0.6931518650772455,0.6931518650772455,1.0,iTreg_Vehicle,Th17n_Vehicle
1409,KEGG_MM_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM,16,0.0,0.0,0.0,iTreg_Vehicle,Th17n_Vehicle
1410,KEGG_MM_GLYCINE_SERINE_AND_THREONINE_METABOLISM,16,0.7556205675121793,0.7556205675121793,1.0,iTreg_Vehicle,Th17n_Vehicle
1411,KEGG_MM_CYSTEINE_AND_METHIONINE_METABOLISM,16,0.01173197330983682,0.01173197330983682,0.029414457577977046,iTreg_Vehicle,Th17n_Vehicle
1412,KEGG_MM_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION,16,0.0,0.0,0.0,iTreg_Vehicle,Th17n_Vehicle
1413,KEGG_MM_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS,16,0.0,0.0,0.0,iTreg_Vehicle,Th17n_Vehicle
1414,KEGG_MM_LYSINE_BIOSYNTHESIS,16,0.0,0.0,0.0,iTreg_Vehicle,Th17n_Vehicle
1415,KEGG_MM_LYSINE_DEGRADATION,16,0.8235251947676547,0.8235251947676547,1.0,iTreg_Vehicle,Th17n_Vehicle
1416,KEGG_MM_ARGININE_AND_PROLINE_METABOLISM,16,0.8725797742014065,0.8725797742014065,0.923907996213254,iTreg_Vehicle,Th17n_Vehicle
1417,KEGG_MM_HISTIDINE_METABOLISM,16,0.0,0.0,0.0,iTreg_Vehicle,Th17n_Vehicle
1418,KEGG_MM_TYROSINE_METABOLISM,16,0.0,0.0,0.0,iTreg_Vehicle,Th17n_Vehicle
1419,KEGG_MM_PHENYLALANINE_METABOLISM,16,0.0,0.0,0.0,iTreg_Vehicle,Th17n_Vehicle
1420,KEGG_MM_TRYPTOPHAN_METABOLISM,16,0.5002105813094204,0.5002105813094204,0.6540829745579095,iTreg_Vehicle,Th17n_Vehicle
1421,KEGG_MM_PHENYLALANINE_TYROSINE_AND_TRYPTOPHAN_BIOSYNTHESIS,16,0.0,0.0,0.0,iTreg_Vehicle,Th17n_Vehicle
1422,KEGG_MM_BETA-ALANINE_METABOLISM,16,0.6736488501605982,0.6736488501605982,1.0,iTreg_Vehicle,Th17n_Vehicle
1423,KEGG_MM_TAURINE_AND_HYPOTAURINE_METABOLISM,16,0.0,0.0,0.0,iTreg_Vehicle,Th17n_Vehicle
1424,KEGG_MM_SELENOCOMPOUND_METABOLISM,16,0.45874415767415416,0.45874415767415416,0.5165324639903116,iTreg_Vehicle,Th17n_Vehicle
1425,KEGG_MM_CYANOAMINO_ACID_METABOLISM,16,0.0,0.0,0.0,iTreg_Vehicle,Th17n_Vehicle
1426,KEGG_MM_D-GLUTAMINE_AND_D-GLUTAMATE_METABOLISM,16,0.0,0.0,0.0,iTreg_Vehicle,Th17n_Vehicle
1427,KEGG_MM_D-ARGININE_AND_D-ORNITHINE_METABOLISM,16,0.0,0.0,0.0,iTreg_Vehicle,Th17n_Vehicle
1428,KEGG_MM_GLUTATHIONE_METABOLISM,16,0.5853483228864591,0.5853483228864591,0.7854802687576649,iTreg_Vehicle,Th17n_Vehicle
1429,KEGG_MM_STARCH_AND_SUCROSE_METABOLISM,16,0.0,0.0,0.0,iTreg_Vehicle,Th17n_Vehicle
1430,KEGG_MM_N-GLYCAN_BIOSYNTHESIS,16,0.0,0.0,0.0,iTreg_Vehicle,Th17n_Vehicle
1431,KEGG_MM_OTHER_GLYCAN_DEGRADATION,16,0.0,0.0,0.0,iTreg_Vehicle,Th17n_Vehicle
1432,KEGG_MM_MUCIN_TYPE_O-GLYCAN_BIOSYNTHESIS,16,0.05721724490049362,0.05721724490049362,0.08264361327630788,iTreg_Vehicle,Th17n_Vehicle
1433,KEGG_MM_OTHER_TYPES_OF_O-GLYCAN_BIOSYNTHESIS,16,0.0,0.0,0.0,iTreg_Vehicle,Th17n_Vehicle
1434,KEGG_MM_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,16,0.8297960025225526,0.8297960025225526,1.0,iTreg_Vehicle,Th17n_Vehicle
1435,KEGG_MM_BUTIROSIN_AND_NEOMYCIN_BIOSYNTHESIS,16,0.0,0.0,0.0,iTreg_Vehicle,Th17n_Vehicle
1436,KEGG_MM_GLYCOSAMINOGLYCAN_DEGRADATION,16,0.5315733959332636,0.5315733959332636,1.0,iTreg_Vehicle,Th17n_Vehicle
1437,KEGG_MM_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_DERMATAN_SULFATE,16,0.0,0.0,0.0,iTreg_Vehicle,Th17n_Vehicle
1438,KEGG_MM_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE,16,0.09720692958347685,0.09720692958347685,0.17096366995476725,iTreg_Vehicle,Th17n_Vehicle
1439,KEGG_MM_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE_HEPARIN,16,0.0,0.0,0.0,iTreg_Vehicle,Th17n_Vehicle
1440,KEGG_MM_GLYCEROLIPID_METABOLISM,16,0.04787038803783336,0.04787038803783336,0.05795070165990031,iTreg_Vehicle,Th17n_Vehicle
1441,KEGG_MM_INOSITOL_PHOSPHATE_METABOLISM,16,0.6418439470742603,0.6418439470742603,1.0,iTreg_Vehicle,Th17n_Vehicle
1442,KEGG_MM_GLYCEROPHOSPHOLIPID_METABOLISM,16,0.10422397912987795,0.10422397912987795,1.0,iTreg_Vehicle,Th17n_Vehicle
1443,KEGG_MM_ETHER_LIPID_METABOLISM,16,0.056408560730927995,0.056408560730927995,0.14462312721780166,iTreg_Vehicle,Th17n_Vehicle
1444,KEGG_MM_ARACHIDONIC_ACID_METABOLISM,16,0.4598832705145424,0.4598832705145424,1.0,iTreg_Vehicle,Th17n_Vehicle
1445,KEGG_MM_LINOLEIC_ACID_METABOLISM,16,0.5441629451679959,0.5441629451679959,1.0,iTreg_Vehicle,Th17n_Vehicle
1446,KEGG_MM_ALPHA-LINOLENIC_ACID_METABOLISM,16,0.2216719608189484,0.2216719608189484,0.4241670218016535,iTreg_Vehicle,Th17n_Vehicle
1447,KEGG_MM_SPHINGOLIPID_METABOLISM,16,0.42941825951329743,0.42941825951329743,0.6573499456479216,iTreg_Vehicle,Th17n_Vehicle
1448,KEGG_MM_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_NEOLACTO_SERIES,16,0.2216719608189484,0.2216719608189484,0.33853939013309264,iTreg_Vehicle,Th17n_Vehicle
1449,KEGG_MM_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES,16,0.41819357771294274,0.41819357771294274,1.0,iTreg_Vehicle,Th17n_Vehicle
1450,KEGG_MM_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES,16,0.09720692958347685,0.09720692958347685,1.0,iTreg_Vehicle,Th17n_Vehicle
1451,KEGG_MM_PYRUVATE_METABOLISM,16,0.7885362477881721,0.7885362477881721,1.0,iTreg_Vehicle,Th17n_Vehicle
1452,KEGG_MM_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM,16,0.0,0.0,0.0,iTreg_Vehicle,Th17n_Vehicle
1453,KEGG_MM_PROPANOATE_METABOLISM,16,0.6736488501605982,0.6736488501605982,1.0,iTreg_Vehicle,Th17n_Vehicle
1454,KEGG_MM_BUTANOATE_METABOLISM,16,0.0,0.0,0.0,iTreg_Vehicle,Th17n_Vehicle
1455,KEGG_MM_THIAMINE_METABOLISM,16,0.0,0.0,0.0,iTreg_Vehicle,Th17n_Vehicle
1456,KEGG_MM_RIBOFLAVIN_METABOLISM,16,0.0,0.0,0.0,iTreg_Vehicle,Th17n_Vehicle
1457,KEGG_MM_VITAMIN_B6_METABOLISM,16,0.0,0.0,0.0,iTreg_Vehicle,Th17n_Vehicle
1458,KEGG_MM_NICOTINATE_AND_NICOTINAMIDE_METABOLISM,16,0.6616359243996387,0.6616359243996387,1.0,iTreg_Vehicle,Th17n_Vehicle
1459,KEGG_MM_PANTOTHENATE_AND_COA_BIOSYNTHESIS,16,0.4388345324119062,0.4388345324119062,1.0,iTreg_Vehicle,Th17n_Vehicle
1460,KEGG_MM_BIOTIN_METABOLISM,16,0.10263420396000715,0.10263420396000715,0.34653980897233977,iTreg_Vehicle,Th17n_Vehicle
1461,KEGG_MM_LIPOIC_ACID_METABOLISM,16,0.10263420396000715,0.10263420396000715,0.3196602295174447,iTreg_Vehicle,Th17n_Vehicle
1462,KEGG_MM_FOLATE_BIOSYNTHESIS,16,0.009726663805960236,0.009726663805960236,0.02948500874977493,iTreg_Vehicle,Th17n_Vehicle
1463,KEGG_MM_RETINOL_METABOLISM,16,0.5681131980200138,0.5681131980200138,1.0,iTreg_Vehicle,Th17n_Vehicle
1464,KEGG_MM_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM,16,0.0,0.0,0.0,iTreg_Vehicle,Th17n_Vehicle
1465,KEGG_MM_TERPENOID_BACKBONE_BIOSYNTHESIS,16,0.18248340219281906,0.18248340219281906,0.4226101860898472,iTreg_Vehicle,Th17n_Vehicle
1466,KEGG_MM_SULFUR_METABOLISM,16,0.32776499374785845,0.32776499374785845,1.0,iTreg_Vehicle,Th17n_Vehicle
1467,KEGG_MM_AMINOACYL-TRNA_BIOSYNTHESIS,16,0.0,0.0,0.0,iTreg_Vehicle,Th17n_Vehicle
1468,KEGG_MM_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450,16,0.9689836650691506,0.9689836650691506,1.0,iTreg_Vehicle,Th17n_Vehicle
1469,KEGG_MM_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS,16,0.2216719608189484,0.2216719608189484,1.0,iTreg_Vehicle,Th17n_Vehicle
1470,KEGG_MM_METABOLIC_PATHWAYS,16,0.1067254706938382,0.1067254706938382,0.5377480280133545,iTreg_Vehicle,Th17n_Vehicle
1471,KEGG_MM_2-OXOCARBOXYLIC_ACID_METABOLISM,16,0.0,0.0,0.0,iTreg_Vehicle,Th17n_Vehicle
1472,KEGG_MM_RNA_DEGRADATION,16,0.7690294701844713,0.7690294701844713,1.0,iTreg_Vehicle,Th17n_Vehicle
1473,KEGG_MM_HIF-1_SIGNALING_PATHWAY,16,0.7688447075975905,0.7688447075975905,1.0,iTreg_Vehicle,Th17n_Vehicle
1474,KEGG_MM_MTOR_SIGNALING_PATHWAY,16,0.650646766999736,0.650646766999736,1.0,iTreg_Vehicle,Th17n_Vehicle
1475,KEGG_MM_PI3K-AKT_SIGNALING_PATHWAY,16,0.008330759050019074,0.008330759050019074,0.014137373940539521,iTreg_Vehicle,Th17n_Vehicle
1476,KEGG_MM_NOD-LIKE_RECEPTOR_SIGNALING_PATHWAY,16,0.8814783155970596,0.8814783155970596,1.0,iTreg_Vehicle,Th17n_Vehicle
1477,KEGG_MM_INSULIN_SIGNALING_PATHWAY,16,0.7357557675156673,0.7357557675156673,1.0,iTreg_Vehicle,Th17n_Vehicle
1478,KEGG_MM_ADIPOCYTOKINE_SIGNALING_PATHWAY,16,0.2362642115011303,0.2362642115011303,1.0,iTreg_Vehicle,Th17n_Vehicle
1479,KEGG_MM_GLYCOLYSIS_GLUCONEOGENESIS,17,0.009094583927163254,0.009094583927163254,0.010262370968394333,iTreg_Vehicle,Th17n_DFMO
1480,KEGG_MM_CITRATE_CYCLE,17,0.5418441201599091,0.5418441201599091,1.0,iTreg_Vehicle,Th17n_DFMO
1481,KEGG_MM_PENTOSE_PHOSPHATE_PATHWAY,17,0.490433969426677,0.490433969426677,1.0,iTreg_Vehicle,Th17n_DFMO
1482,KEGG_MM_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS,17,0.5581610911134061,0.5581610911134061,1.0,iTreg_Vehicle,Th17n_DFMO
1483,KEGG_MM_FRUCTOSE_AND_MANNOSE_METABOLISM,17,0.17062467481868446,0.17062467481868446,0.20996247113473193,iTreg_Vehicle,Th17n_DFMO
1484,KEGG_MM_GALACTOSE_METABOLISM,17,0.08518490601415259,0.08518490601415259,0.19554318794805475,iTreg_Vehicle,Th17n_DFMO
1485,KEGG_MM_ASCORBATE_AND_ALDARATE_METABOLISM,17,0.0,0.0,0.0,iTreg_Vehicle,Th17n_DFMO
1486,KEGG_MM_FATTY_ACID_BIOSYNTHESIS,17,0.284815572984478,0.284815572984478,0.6631299246114966,iTreg_Vehicle,Th17n_DFMO
1487,KEGG_MM_FATTY_ACID_METABOLISM,17,0.7430682160308562,0.7430682160308562,1.0,iTreg_Vehicle,Th17n_DFMO
1488,KEGG_MM_SYNTHESIS_AND_DEGRADATION_OF_KETONE_BODIES,17,0.45916252218863685,0.45916252218863685,1.0,iTreg_Vehicle,Th17n_DFMO
1489,KEGG_MM_STEROID_BIOSYNTHESIS,17,0.0016770092987493871,0.0016770092987493871,0.001843721259366428,iTreg_Vehicle,Th17n_DFMO
1490,KEGG_MM_PRIMARY_BILE_ACID_BIOSYNTHESIS,17,0.5910355926899179,0.5910355926899179,1.0,iTreg_Vehicle,Th17n_DFMO
1491,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS,17,0.8307317011662936,0.8307317011662936,1.0,iTreg_Vehicle,Th17n_DFMO
1492,KEGG_MM_OXIDATIVE_PHOSPHORYLATION,17,0.9850913654709241,0.9850913654709241,1.0,iTreg_Vehicle,Th17n_DFMO
1493,KEGG_MM_PURINE_METABOLISM,17,0.9051893636534816,0.9051893636534816,1.0,iTreg_Vehicle,Th17n_DFMO
1494,KEGG_MM_CAFFEINE_METABOLISM,17,0.39520124895006126,0.39520124895006126,1.0,iTreg_Vehicle,Th17n_DFMO
1495,KEGG_MM_PYRIMIDINE_METABOLISM,17,0.9749480372284532,0.9749480372284532,1.0,iTreg_Vehicle,Th17n_DFMO
1496,KEGG_MM_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM,17,0.29584122867582,0.29584122867582,0.30947719713181976,iTreg_Vehicle,Th17n_DFMO
1497,KEGG_MM_GLYCINE_SERINE_AND_THREONINE_METABOLISM,17,0.6334320899429166,0.6334320899429166,0.6628940476146802,iTreg_Vehicle,Th17n_DFMO
1498,KEGG_MM_CYSTEINE_AND_METHIONINE_METABOLISM,17,0.1599645426878239,0.1599645426878239,0.5619212064807811,iTreg_Vehicle,Th17n_DFMO
1499,KEGG_MM_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION,17,0.32492345119459515,0.32492345119459515,0.3749116744553021,iTreg_Vehicle,Th17n_DFMO
1500,KEGG_MM_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS,17,0.0,0.0,0.0,iTreg_Vehicle,Th17n_DFMO
1501,KEGG_MM_LYSINE_BIOSYNTHESIS,17,0.0,0.0,0.0,iTreg_Vehicle,Th17n_DFMO
1502,KEGG_MM_LYSINE_DEGRADATION,17,0.0,0.0,0.0,iTreg_Vehicle,Th17n_DFMO
1503,KEGG_MM_ARGININE_AND_PROLINE_METABOLISM,17,0.6051199255554447,0.6051199255554447,0.9092475565340878,iTreg_Vehicle,Th17n_DFMO
1504,KEGG_MM_HISTIDINE_METABOLISM,17,0.8023240964495452,0.8023240964495452,1.0,iTreg_Vehicle,Th17n_DFMO
1505,KEGG_MM_TYROSINE_METABOLISM,17,0.4307485083683011,0.4307485083683011,0.44261953025246686,iTreg_Vehicle,Th17n_DFMO
1506,KEGG_MM_PHENYLALANINE_METABOLISM,17,0.7385353035395767,0.7385353035395767,1.0,iTreg_Vehicle,Th17n_DFMO
1507,KEGG_MM_TRYPTOPHAN_METABOLISM,17,0.04073491746219249,0.04073491746219249,0.05756260670077011,iTreg_Vehicle,Th17n_DFMO
1508,KEGG_MM_PHENYLALANINE_TYROSINE_AND_TRYPTOPHAN_BIOSYNTHESIS,17,0.39520124895006126,0.39520124895006126,1.0,iTreg_Vehicle,Th17n_DFMO
1509,KEGG_MM_BETA-ALANINE_METABOLISM,17,0.5079732393385342,0.5079732393385342,1.0,iTreg_Vehicle,Th17n_DFMO
1510,KEGG_MM_TAURINE_AND_HYPOTAURINE_METABOLISM,17,0.0,0.0,0.0,iTreg_Vehicle,Th17n_DFMO
1511,KEGG_MM_SELENOCOMPOUND_METABOLISM,17,0.0016770092987493871,0.0016770092987493871,0.003816036852428858,iTreg_Vehicle,Th17n_DFMO
1512,KEGG_MM_CYANOAMINO_ACID_METABOLISM,17,0.0,0.0,0.0,iTreg_Vehicle,Th17n_DFMO
1513,KEGG_MM_D-GLUTAMINE_AND_D-GLUTAMATE_METABOLISM,17,0.0,0.0,0.0,iTreg_Vehicle,Th17n_DFMO
1514,KEGG_MM_D-ARGININE_AND_D-ORNITHINE_METABOLISM,17,0.0,0.0,0.0,iTreg_Vehicle,Th17n_DFMO
1515,KEGG_MM_GLUTATHIONE_METABOLISM,17,0.580660935599465,0.580660935599465,1.0,iTreg_Vehicle,Th17n_DFMO
1516,KEGG_MM_STARCH_AND_SUCROSE_METABOLISM,17,0.5552642324327661,0.5552642324327661,1.0,iTreg_Vehicle,Th17n_DFMO
1517,KEGG_MM_N-GLYCAN_BIOSYNTHESIS,17,0.9389766206621736,0.9389766206621736,1.0,iTreg_Vehicle,Th17n_DFMO
1518,KEGG_MM_OTHER_GLYCAN_DEGRADATION,17,0.0,0.0,0.0,iTreg_Vehicle,Th17n_DFMO
1519,KEGG_MM_MUCIN_TYPE_O-GLYCAN_BIOSYNTHESIS,17,0.7527572326357501,0.7527572326357501,1.0,iTreg_Vehicle,Th17n_DFMO
1520,KEGG_MM_OTHER_TYPES_OF_O-GLYCAN_BIOSYNTHESIS,17,0.8023240964495452,0.8023240964495452,0.8189542009125198,iTreg_Vehicle,Th17n_DFMO
1521,KEGG_MM_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,17,0.5018282206662757,0.5018282206662757,1.0,iTreg_Vehicle,Th17n_DFMO
1522,KEGG_MM_BUTIROSIN_AND_NEOMYCIN_BIOSYNTHESIS,17,0.24371636120893023,0.24371636120893023,0.2673811276819285,iTreg_Vehicle,Th17n_DFMO
1523,KEGG_MM_GLYCOSAMINOGLYCAN_DEGRADATION,17,0.3173186917288884,0.3173186917288884,1.0,iTreg_Vehicle,Th17n_DFMO
1524,KEGG_MM_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_DERMATAN_SULFATE,17,0.672991612315123,0.672991612315123,1.0,iTreg_Vehicle,Th17n_DFMO
1525,KEGG_MM_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE,17,0.5675218544626949,0.5675218544626949,0.6454170109575745,iTreg_Vehicle,Th17n_DFMO
1526,KEGG_MM_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE_HEPARIN,17,0.7385353035395767,0.7385353035395767,0.8891038478958926,iTreg_Vehicle,Th17n_DFMO
1527,KEGG_MM_GLYCEROLIPID_METABOLISM,17,0.010338484512687554,0.010338484512687554,0.018356084747016676,iTreg_Vehicle,Th17n_DFMO
1528,KEGG_MM_INOSITOL_PHOSPHATE_METABOLISM,17,0.04667036645849179,0.04667036645849179,0.08418082685325748,iTreg_Vehicle,Th17n_DFMO
1529,KEGG_MM_GLYCEROPHOSPHOLIPID_METABOLISM,17,0.058737212507848954,0.058737212507848954,0.10579994799550432,iTreg_Vehicle,Th17n_DFMO
1530,KEGG_MM_ETHER_LIPID_METABOLISM,17,0.022390501720765104,0.022390501720765104,0.0302480380389218,iTreg_Vehicle,Th17n_DFMO
1531,KEGG_MM_ARACHIDONIC_ACID_METABOLISM,17,0.44243447549535253,0.44243447549535253,0.44844814797781357,iTreg_Vehicle,Th17n_DFMO
1532,KEGG_MM_LINOLEIC_ACID_METABOLISM,17,0.7728056714853989,0.7728056714853989,0.9911659963522806,iTreg_Vehicle,Th17n_DFMO
1533,KEGG_MM_ALPHA-LINOLENIC_ACID_METABOLISM,17,0.15201580156956299,0.15201580156956299,0.8739234407413202,iTreg_Vehicle,Th17n_DFMO
1534,KEGG_MM_SPHINGOLIPID_METABOLISM,17,0.6606011491808306,0.6606011491808306,0.8712324403041777,iTreg_Vehicle,Th17n_DFMO
1535,KEGG_MM_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_NEOLACTO_SERIES,17,0.15201580156956299,0.15201580156956299,0.17318255875013505,iTreg_Vehicle,Th17n_DFMO
1536,KEGG_MM_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES,17,0.19455562128658827,0.19455562128658827,1.0,iTreg_Vehicle,Th17n_DFMO
1537,KEGG_MM_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES,17,0.19455562128658827,0.19455562128658827,0.5273002819916879,iTreg_Vehicle,Th17n_DFMO
1538,KEGG_MM_PYRUVATE_METABOLISM,17,0.20397362308344802,0.20397362308344802,0.5388372026799589,iTreg_Vehicle,Th17n_DFMO
1539,KEGG_MM_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM,17,0.766206230802784,0.766206230802784,1.0,iTreg_Vehicle,Th17n_DFMO
1540,KEGG_MM_PROPANOATE_METABOLISM,17,0.23611455570475462,0.23611455570475462,0.45682653105219384,iTreg_Vehicle,Th17n_DFMO
1541,KEGG_MM_BUTANOATE_METABOLISM,17,0.8232491180517615,0.8232491180517615,1.0,iTreg_Vehicle,Th17n_DFMO
1542,KEGG_MM_THIAMINE_METABOLISM,17,0.0,0.0,0.0,iTreg_Vehicle,Th17n_DFMO
1543,KEGG_MM_RIBOFLAVIN_METABOLISM,17,0.5163648329813552,0.5163648329813552,0.7960497425170331,iTreg_Vehicle,Th17n_DFMO
1544,KEGG_MM_VITAMIN_B6_METABOLISM,17,0.0,0.0,0.0,iTreg_Vehicle,Th17n_DFMO
1545,KEGG_MM_NICOTINATE_AND_NICOTINAMIDE_METABOLISM,17,0.490433969426677,0.490433969426677,1.0,iTreg_Vehicle,Th17n_DFMO
1546,KEGG_MM_PANTOTHENATE_AND_COA_BIOSYNTHESIS,17,0.5910355926899179,0.5910355926899179,1.0,iTreg_Vehicle,Th17n_DFMO
1547,KEGG_MM_BIOTIN_METABOLISM,17,0.0,0.0,0.0,iTreg_Vehicle,Th17n_DFMO
1548,KEGG_MM_LIPOIC_ACID_METABOLISM,17,0.0,0.0,0.0,iTreg_Vehicle,Th17n_DFMO
1549,KEGG_MM_FOLATE_BIOSYNTHESIS,17,0.5163648329813552,0.5163648329813552,0.8745698988198163,iTreg_Vehicle,Th17n_DFMO
1550,KEGG_MM_RETINOL_METABOLISM,17,0.8357960503719686,0.8357960503719686,1.0,iTreg_Vehicle,Th17n_DFMO
1551,KEGG_MM_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM,17,0.9096958494300234,0.9096958494300234,1.0,iTreg_Vehicle,Th17n_DFMO
1552,KEGG_MM_TERPENOID_BACKBONE_BIOSYNTHESIS,17,0.11439220573371299,0.11439220573371299,0.246746823938009,iTreg_Vehicle,Th17n_DFMO
1553,KEGG_MM_SULFUR_METABOLISM,17,0.11719469023848572,0.11719469023848572,0.46415499472298594,iTreg_Vehicle,Th17n_DFMO
1554,KEGG_MM_AMINOACYL-TRNA_BIOSYNTHESIS,17,0.0,0.0,0.0,iTreg_Vehicle,Th17n_DFMO
1555,KEGG_MM_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450,17,0.6026773079866934,0.6026773079866934,1.0,iTreg_Vehicle,Th17n_DFMO
1556,KEGG_MM_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS,17,0.3972090052314087,0.3972090052314087,0.9743566763665193,iTreg_Vehicle,Th17n_DFMO
1557,KEGG_MM_METABOLIC_PATHWAYS,17,0.009424637312392506,0.009424637312392506,0.0150632598807988,iTreg_Vehicle,Th17n_DFMO
1558,KEGG_MM_2-OXOCARBOXYLIC_ACID_METABOLISM,17,0.6343003002777143,0.6343003002777143,1.0,iTreg_Vehicle,Th17n_DFMO
1559,KEGG_MM_RNA_DEGRADATION,17,0.8032930379100103,0.8032930379100103,1.0,iTreg_Vehicle,Th17n_DFMO
1560,KEGG_MM_HIF-1_SIGNALING_PATHWAY,17,0.5819177221223822,0.5819177221223822,0.8949942573597041,iTreg_Vehicle,Th17n_DFMO
1561,KEGG_MM_MTOR_SIGNALING_PATHWAY,17,0.9688421235496769,0.9688421235496769,1.0,iTreg_Vehicle,Th17n_DFMO
